# synthetic, for demo only -- 400 cells x 132 genes, Poisson counts
# 12 TF programs x 8 targets + 24 unlinked genes; truth in ground_truth_edges.csv
cell,TF01,G001,G002,G003,G004,G005,G006,G007,G008,TF02,G009,G010,G011,G012,G013,G014,G015,G016,TF03,G017,G018,G019,G020,G021,G022,G023,G024,TF04,G025,G026,G027,G028,G029,G030,G031,G032,TF05,G033,G034,G035,G036,G037,G038,G039,G040,TF06,G041,G042,G043,G044,G045,G046,G047,G048,TF07,G049,G050,G051,G052,G053,G054,G055,G056,TF08,G057,G058,G059,G060,G061,G062,G063,G064,TF09,G065,G066,G067,G068,G069,G070,G071,G072,TF10,G073,G074,G075,G076,G077,G078,G079,G080,TF11,G081,G082,G083,G084,G085,G086,G087,G088,TF12,G089,G090,G091,G092,G093,G094,G095,G096,U001,U002,U003,U004,U005,U006,U007,U008,U009,U010,U011,U012,U013,U014,U015,U016,U017,U018,U019,U020,U021,U022,U023,U024
Cell0349,1,1,11,2,3,0,2,5,2,6,5,3,5,3,2,3,1,3,6,12,5,10,7,5,4,3,8,1,2,8,1,4,1,1,4,4,4,7,11,9,1,12,3,4,4,8,6,1,1,2,5,6,2,8,2,7,3,3,5,17,9,6,2,15,7,0,4,0,8,5,2,14,8,4,5,4,2,5,1,2,8,4,19,2,5,3,5,9,7,9,2,6,2,4,3,5,7,4,3,4,3,11,7,3,1,9,2,6,6,8,2,16,2,23,4,1,4,1,5,0,4,12,4,6,3,10,3,4,9,3,8,1
Cell0350,1,3,2,7,3,8,9,10,8,5,2,4,4,3,3,5,1,1,7,2,2,2,9,0,5,1,7,2,3,1,3,5,3,3,11,5,7,4,5,10,4,15,10,6,9,11,2,7,3,19,1,2,4,6,2,12,0,3,8,8,5,6,3,6,4,2,1,5,6,8,3,14,3,1,13,4,3,2,5,2,3,1,7,8,4,4,3,9,2,9,1,2,8,2,4,3,1,4,1,0,7,8,1,6,0,1,4,8,1,1,8,5,5,7,1,0,8,0,2,2,10,3,0,4,3,10,6,0,6,5,1,5
Cell0351,7,6,2,4,0,2,6,5,6,13,7,5,3,9,10,7,4,10,2,6,1,3,6,4,2,2,5,2,4,2,3,1,5,1,7,4,1,0,1,5,1,1,2,25,14,10,7,4,6,4,4,3,3,9,2,5,3,2,9,7,2,2,0,9,4,7,6,1,6,5,1,8,2,1,4,1,3,3,3,0,1,2,3,16,5,6,2,2,0,6,2,3,13,3,3,2,3,5,2,2,10,4,2,4,2,7,2,6,8,2,4,5,4,11,2,1,2,2,16,2,5,5,2,4,6,5,9,1,3,4,4,0
Cell0352,3,6,3,4,2,7,11,9,2,5,5,1,5,3,6,4,1,4,4,5,6,4,8,3,5,5,10,0,8,5,0,7,2,2,7,0,3,4,4,4,3,15,2,4,5,10,2,5,7,14,0,9,0,2,5,13,8,0,6,7,11,7,5,11,2,6,3,5,4,9,4,10,0,1,12,1,1,1,7,3,6,0,6,6,1,2,3,11,4,10,4,4,5,4,6,3,8,2,1,3,9,2,5,4,2,2,5,5,14,1,1,2,1,8,5,4,6,2,3,4,1,3,4,4,5,8,5,2,9,6,6,6
Cell0353,0,2,14,1,6,8,8,4,3,5,10,7,6,2,5,7,2,6,10,4,3,5,4,7,5,4,9,0,5,2,2,3,3,1,1,8,4,4,4,8,3,4,4,10,8,4,5,0,4,0,9,12,3,4,3,8,5,1,6,8,4,6,2,13,3,0,3,3,5,7,5,16,2,6,5,0,4,6,4,1,5,4,19,1,8,8,6,13,1,4,5,4,3,3,3,2,4,2,2,4,4,7,7,9,0,1,8,1,0,3,2,7,3,8,3,3,5,1,5,1,6,13,4,6,2,9,6,3,15,1,6,1
Cell0354,2,2,10,1,5,5,2,4,4,10,7,5,2,3,7,4,1,9,4,7,5,9,5,3,4,6,14,1,2,5,2,4,1,2,3,6,1,0,9,9,1,8,5,10,10,5,3,1,7,4,5,5,3,7,7,29,14,3,3,2,20,16,11,15,11,3,4,8,10,14,4,19,3,1,7,2,1,6,0,4,5,2,3,8,3,4,4,6,2,11,1,4,7,3,2,2,6,7,1,5,1,6,8,7,2,9,6,4,7,13,2,8,0,13,7,2,2,5,7,3,1,23,4,2,1,7,4,0,13,5,1,0
Cell0355,11,4,7,3,0,5,16,5,2,7,2,1,4,1,2,4,2,4,3,2,4,3,3,2,4,2,5,3,3,2,6,2,2,1,3,15,2,2,1,5,2,7,8,13,7,11,5,5,3,3,3,3,2,5,2,12,4,4,3,5,10,10,4,3,0,4,1,2,3,2,4,7,6,7,6,6,1,6,2,5,7,4,13,5,3,2,4,7,4,6,4,10,1,4,4,3,6,0,1,3,5,12,7,14,4,3,3,3,7,7,5,2,3,6,1,2,0,1,9,4,4,2,1,5,5,9,5,2,3,13,4,0
Cell0356,4,1,9,5,1,6,6,5,6,6,5,8,4,5,4,7,0,3,5,4,0,2,6,1,1,2,13,3,2,1,2,5,3,0,10,8,5,3,6,5,2,10,5,9,4,1,10,1,4,4,7,8,2,4,2,10,5,7,4,4,8,6,4,12,4,9,6,3,4,3,0,8,8,3,0,1,2,4,5,3,4,7,7,1,8,6,7,4,4,7,2,7,4,1,4,6,7,3,9,5,1,9,9,7,2,6,9,5,8,3,3,2,4,15,9,2,3,8,3,8,4,19,4,6,4,9,1,1,10,12,5,0
Cell0357,4,3,1,5,0,6,12,8,8,6,3,6,2,3,4,4,0,3,4,4,1,1,3,5,1,3,4,1,6,3,3,4,2,1,5,9,6,5,7,8,3,13,5,7,4,21,2,8,8,10,1,2,6,6,0,5,2,3,16,8,1,4,1,17,7,2,6,5,2,9,6,17,4,1,10,0,0,0,8,1,0,3,5,14,1,3,4,6,5,10,2,3,3,2,2,3,13,3,2,3,12,5,3,5,2,1,3,7,4,5,3,10,1,3,5,1,6,0,4,4,5,9,2,1,4,9,5,4,8,0,2,1
Cell0358,3,1,5,1,3,1,9,7,4,9,2,4,5,5,2,7,3,4,1,5,2,4,1,5,3,2,12,1,7,4,1,2,3,2,10,7,5,2,4,6,2,4,5,5,9,7,5,3,2,5,8,5,1,8,5,13,2,3,3,6,7,16,2,4,2,9,3,2,4,8,2,8,4,1,6,2,0,12,1,5,5,1,11,5,1,4,4,5,4,2,3,9,1,4,3,6,13,2,2,5,4,8,9,10,2,1,6,2,7,4,11,6,4,11,7,2,8,1,2,4,4,10,3,3,6,1,8,1,4,6,4,3
Cell0359,4,3,1,5,4,5,9,11,5,12,2,7,2,5,0,2,2,5,1,1,0,1,8,3,0,2,11,4,6,4,3,3,1,4,7,4,5,5,9,4,2,8,11,4,5,18,3,3,12,9,2,4,6,6,1,5,4,3,11,7,11,8,3,20,8,2,10,3,7,10,7,15,4,3,15,4,0,5,8,1,7,3,2,5,5,4,4,7,1,8,2,8,3,1,4,3,8,2,0,0,6,0,6,5,2,3,8,5,13,3,4,7,5,4,2,6,3,4,1,3,6,3,4,1,3,15,4,0,11,4,6,1
Cell0360,8,9,3,9,2,10,20,9,8,0,0,2,8,2,1,3,1,1,4,1,0,5,13,2,2,1,6,7,19,7,1,21,5,7,14,1,15,12,10,19,13,42,10,2,1,6,5,4,2,3,6,16,1,2,2,6,2,2,11,8,3,8,2,14,4,2,5,6,8,11,3,11,8,4,3,5,4,14,3,4,13,1,2,14,2,5,3,6,2,10,4,2,4,4,3,2,8,2,3,3,0,11,10,10,8,7,10,1,9,3,4,12,2,8,1,5,7,2,3,2,2,10,9,7,7,10,2,2,3,4,0,1
Cell0361,1,4,7,1,3,2,12,5,4,5,1,2,4,4,3,4,5,6,2,2,4,4,5,5,3,2,7,1,6,0,2,5,2,2,7,6,2,1,5,6,4,4,6,6,5,10,8,0,5,8,4,12,1,17,2,13,1,2,7,7,8,13,5,5,6,3,2,0,5,8,4,9,11,3,2,3,2,5,2,3,6,6,16,6,5,3,4,5,4,3,4,6,4,1,4,10,10,1,3,5,3,13,9,7,3,5,14,6,5,4,4,19,7,16,1,1,1,3,2,1,8,10,2,1,2,3,5,3,4,1,4,0
Cell0362,5,8,4,5,1,7,18,6,8,7,7,5,4,6,3,5,3,4,3,3,4,6,5,4,4,2,7,2,2,3,0,2,4,0,5,3,3,2,2,6,3,8,9,9,4,11,5,5,5,8,1,4,2,9,2,9,2,1,8,4,8,8,3,6,6,3,3,4,6,9,1,8,5,2,7,2,2,8,4,2,4,9,13,4,6,2,8,6,5,2,3,8,2,2,4,6,11,3,2,7,2,8,10,12,3,4,11,1,5,1,5,7,5,8,1,2,2,4,5,7,9,7,0,0,1,2,3,3,4,2,3,2
Cell0363,4,3,11,1,5,3,7,4,1,10,2,4,6,6,4,5,4,1,6,9,2,8,0,3,5,6,8,0,2,1,3,5,4,2,5,2,1,1,3,4,1,3,6,11,10,5,7,0,5,1,6,14,0,12,4,11,4,3,4,7,4,12,1,9,8,2,11,4,9,12,4,21,6,5,6,2,4,6,4,4,5,4,13,0,5,7,4,13,6,9,4,6,3,4,3,5,10,4,3,4,5,3,6,5,3,2,3,1,6,1,1,12,1,4,8,3,2,2,5,5,6,2,5,4,2,2,4,0,3,1,5,2
Cell0364,6,2,2,10,4,7,13,4,6,9,4,4,5,0,1,4,2,2,5,6,4,4,6,5,1,3,4,2,2,4,1,4,4,1,5,6,1,3,2,10,1,5,9,5,4,3,11,3,5,3,2,10,3,14,0,6,0,1,9,6,4,4,4,4,2,6,2,1,4,5,2,3,4,8,3,5,4,8,2,3,9,1,12,8,4,3,2,4,2,1,1,9,3,4,6,3,7,1,4,3,7,12,7,6,3,8,6,3,2,3,2,7,4,7,3,8,1,1,5,2,2,14,5,2,0,6,9,1,11,3,12,2
Cell0365,1,5,7,2,3,2,10,4,2,6,3,6,4,1,2,8,1,7,2,7,1,8,7,3,2,4,8,0,6,3,3,7,7,2,7,2,4,5,3,5,4,8,5,7,4,7,2,6,8,10,0,3,3,5,2,7,2,2,7,6,10,10,3,12,4,4,6,4,6,11,5,12,2,1,17,0,2,1,12,3,1,1,14,5,1,3,5,3,3,5,2,2,8,2,6,2,10,3,1,1,5,2,3,1,3,1,3,8,9,2,6,17,12,3,4,2,6,4,2,2,3,8,4,4,2,2,7,2,9,8,3,2
Cell0366,3,5,5,1,3,7,6,9,3,17,5,5,2,5,8,8,1,15,1,1,3,4,10,1,3,3,2,4,11,7,3,3,1,3,7,5,0,0,1,2,0,1,3,20,20,7,9,2,8,4,3,4,0,10,3,5,3,4,14,11,3,7,2,3,2,8,2,1,3,3,4,4,3,2,6,1,3,5,4,0,3,3,6,9,2,2,2,2,0,7,1,1,8,0,6,1,2,7,2,3,9,5,1,3,1,1,1,10,11,2,4,22,3,4,3,4,7,3,11,6,3,8,11,1,4,1,4,2,6,2,6,1
Cell0367,2,2,14,3,0,5,13,6,1,3,6,7,2,3,3,2,1,2,3,8,3,6,5,6,4,6,8,1,5,1,1,3,6,4,4,4,5,5,7,7,4,14,9,4,5,14,4,0,8,9,5,2,6,3,14,38,12,0,1,2,14,18,3,24,4,4,12,3,10,16,7,25,1,0,9,2,1,5,2,1,5,1,4,11,4,9,2,4,3,10,0,0,7,0,4,1,0,8,0,3,6,8,2,6,1,4,8,7,10,0,3,13,0,4,1,2,1,4,7,2,5,13,2,5,4,7,4,1,7,2,3,1
Cell0368,3,2,7,1,1,4,7,5,2,7,6,5,4,2,3,6,1,6,5,5,3,2,4,7,7,5,7,1,2,2,3,3,5,2,3,4,4,3,5,7,2,4,2,4,6,5,4,6,6,4,11,10,2,7,0,7,3,4,12,13,4,3,2,8,3,4,8,3,3,8,3,9,5,6,3,4,5,12,1,5,10,4,19,3,5,4,5,6,3,12,1,6,4,5,0,3,6,2,1,2,7,8,6,3,2,2,1,6,9,2,1,11,2,13,8,5,3,1,7,4,10,13,5,2,2,13,4,0,7,1,5,1
Cell0369,0,7,3,6,2,5,12,4,4,12,6,2,5,3,2,9,6,4,3,6,3,5,5,4,1,7,9,1,3,6,0,2,7,1,7,2,9,4,3,6,3,11,2,7,10,21,4,10,6,13,2,2,4,4,6,7,1,2,5,6,9,13,7,11,7,3,9,3,6,15,6,18,2,2,11,2,3,3,1,1,4,1,9,3,2,4,1,3,1,8,2,7,3,4,6,5,4,3,2,1,4,4,3,6,1,5,8,3,1,6,4,9,7,10,2,6,4,6,4,3,6,6,3,8,1,10,6,1,7,5,3,1
Cell0370,15,8,3,14,4,9,22,15,8,5,2,4,5,1,3,8,0,3,2,1,2,8,3,3,4,1,9,7,15,5,10,11,6,5,20,0,34,19,19,23,7,48,13,2,2,5,10,5,2,0,5,8,2,16,1,7,2,3,15,12,7,5,5,5,4,3,3,5,10,9,2,7,13,4,1,7,5,20,2,4,14,1,7,10,1,3,1,3,3,8,1,4,3,4,5,7,7,1,3,5,2,6,10,10,2,9,9,5,3,5,4,6,1,8,4,3,1,1,9,8,2,9,6,3,3,13,5,2,1,10,3,5
Cell0371,3,2,12,2,5,1,6,2,3,13,3,2,1,6,4,6,0,7,3,6,1,4,5,9,4,3,4,1,3,0,0,6,2,0,10,6,4,4,5,6,2,3,4,8,3,9,4,8,6,6,2,4,2,8,13,30,9,1,3,2,24,22,11,28,11,1,11,7,12,12,13,26,5,0,4,1,3,9,4,0,7,2,6,6,2,2,0,6,2,8,2,4,6,0,4,3,6,4,2,3,2,6,7,5,2,4,6,1,4,4,5,10,2,13,3,3,1,2,6,5,15,8,11,2,3,7,7,2,5,4,3,3
Cell0372,2,4,7,0,5,3,3,3,4,17,5,1,2,5,7,12,3,14,2,3,2,4,13,3,0,3,4,1,2,2,3,5,5,4,3,5,4,3,4,3,2,5,4,28,18,9,6,3,5,3,1,2,6,10,0,3,2,4,8,11,5,6,5,5,2,6,4,1,2,4,1,5,3,5,5,3,1,6,3,3,6,3,7,15,2,4,1,3,0,10,1,3,6,1,1,3,4,2,0,2,8,2,2,5,1,2,3,10,4,5,3,9,1,11,2,2,4,2,4,1,4,9,4,1,2,7,12,5,6,3,11,0
Cell0373,10,5,2,0,5,4,12,2,7,8,2,2,3,2,4,2,1,5,1,2,4,5,10,3,8,1,8,3,6,2,2,4,5,0,9,6,2,5,3,8,1,8,6,4,5,13,5,6,9,6,4,6,1,7,20,31,11,0,0,1,17,20,10,19,3,2,13,2,4,18,7,22,0,1,9,3,2,3,6,1,7,4,6,14,6,8,0,3,1,9,0,2,3,3,3,3,6,7,1,3,5,8,10,11,1,4,4,6,4,3,5,5,1,6,4,4,5,4,12,3,3,10,1,6,1,7,4,2,2,9,3,4
Cell0374,3,3,9,3,4,3,4,4,2,12,11,7,6,7,4,5,4,6,3,7,6,5,6,3,7,0,4,1,5,1,0,3,3,0,2,7,4,3,1,4,3,7,7,6,8,8,6,2,4,2,1,7,4,5,11,27,16,1,3,0,15,16,13,26,3,0,10,2,16,17,3,29,1,5,5,2,2,3,3,1,4,1,2,12,1,7,0,3,1,9,1,4,2,4,4,7,6,3,1,3,2,2,2,4,3,5,3,2,2,3,4,8,6,3,3,4,1,1,8,8,3,8,3,2,4,4,5,2,8,2,2,2
Cell0375,1,5,5,2,3,6,4,6,3,8,4,3,5,4,4,8,0,7,2,4,2,1,12,4,2,1,8,5,2,1,1,0,0,1,6,7,0,1,4,1,2,14,6,9,7,9,2,6,12,10,0,8,5,9,3,10,3,3,3,6,7,3,5,6,4,3,4,4,3,9,4,11,10,0,3,4,10,7,2,3,10,7,19,3,1,5,8,9,5,3,2,4,3,4,3,4,9,1,2,3,4,10,12,8,6,7,11,1,16,1,2,3,0,10,2,5,4,5,6,2,4,1,4,4,1,6,7,6,5,5,4,0
Cell0376,0,5,7,6,2,4,5,3,3,8,4,2,7,3,8,1,4,6,2,7,2,3,4,3,2,3,14,1,6,2,4,3,3,1,9,4,4,1,3,7,3,11,7,6,7,24,1,9,7,22,1,3,6,3,2,12,3,3,11,8,7,7,6,8,5,4,7,4,6,6,6,12,1,0,12,4,2,2,5,0,2,2,5,6,1,5,2,2,0,13,1,2,5,3,3,2,12,5,2,2,8,2,8,4,0,1,2,4,6,3,2,14,5,7,4,2,4,0,1,1,7,7,4,1,6,12,4,1,4,2,2,0
Cell0377,5,11,4,11,3,11,17,12,7,8,5,5,3,4,1,5,1,4,1,0,1,2,14,2,3,0,2,8,13,9,5,10,12,3,20,1,14,16,9,19,8,39,16,3,1,1,14,2,2,3,6,14,3,5,2,3,1,2,3,10,4,4,1,6,7,5,11,2,6,16,1,12,17,9,1,7,4,19,0,9,26,0,1,3,3,11,1,6,1,6,0,2,7,3,2,2,4,1,0,4,5,12,6,3,1,7,7,3,6,4,3,6,5,11,1,0,6,7,2,3,2,0,1,3,3,12,4,2,9,5,4,5
Cell0378,16,4,2,13,0,18,18,18,9,2,2,2,4,0,1,3,2,6,3,3,0,4,7,1,2,2,10,10,15,8,9,8,7,8,10,2,31,9,18,19,8,44,14,3,0,3,8,1,4,6,6,9,3,6,4,9,3,3,7,13,8,7,1,7,4,1,3,0,8,5,3,3,14,5,3,4,2,9,2,1,11,2,4,9,0,4,2,2,1,8,6,4,2,2,1,2,5,3,2,4,2,13,17,13,4,11,15,3,13,1,3,5,7,5,5,2,1,1,12,0,6,11,2,1,4,12,5,4,10,5,1,1
Cell0379,2,2,8,4,1,1,9,1,2,8,4,2,8,2,2,4,0,6,4,6,2,12,5,4,4,6,7,1,6,2,2,2,5,0,4,3,6,3,8,12,2,7,4,9,7,12,4,6,10,6,3,6,4,8,10,31,14,1,1,0,20,17,7,18,6,3,9,4,8,15,6,20,2,2,7,6,2,3,4,1,4,1,1,7,4,10,4,6,2,15,2,3,8,0,1,2,5,2,0,0,6,6,1,3,2,1,0,8,9,8,7,15,3,14,9,0,9,2,6,3,2,16,0,3,2,4,6,2,6,2,5,2
Cell0380,3,4,10,2,3,4,11,3,4,8,3,2,5,8,1,6,4,3,6,7,4,5,4,7,5,6,15,0,1,1,2,4,5,1,9,5,3,2,3,13,5,8,5,7,11,1,8,1,3,5,6,8,1,10,5,9,3,3,4,10,4,7,4,10,5,5,5,6,8,11,1,11,5,4,5,7,2,8,2,0,9,7,12,3,10,1,7,7,5,5,2,2,1,3,4,3,9,4,0,3,8,7,6,7,1,2,10,7,6,4,3,10,5,8,10,2,8,1,4,1,6,4,3,0,5,7,2,1,7,1,2,1
Cell0381,4,6,7,5,2,9,8,7,13,4,4,1,7,5,1,1,1,1,0,4,4,4,5,3,3,2,6,1,9,3,0,3,5,1,6,6,4,4,4,7,0,7,6,6,8,12,6,7,6,13,2,5,1,5,4,5,1,3,7,5,9,5,4,6,4,6,6,6,4,6,3,11,0,1,20,0,2,1,9,1,4,2,3,4,4,6,2,8,4,10,1,5,4,1,4,2,9,0,2,1,4,2,6,10,1,2,5,1,2,6,7,22,1,10,2,3,2,0,5,1,3,6,1,0,2,3,8,4,6,9,10,0
Cell0382,1,1,5,4,2,7,5,8,2,4,1,5,6,4,3,5,2,3,0,2,0,5,9,1,0,1,4,0,2,2,3,0,0,0,6,10,8,3,4,5,5,11,7,9,8,9,6,5,5,5,2,6,1,5,1,12,2,2,8,4,8,21,4,11,4,1,2,0,6,4,2,5,2,3,1,2,1,3,3,2,5,2,9,9,3,3,4,11,4,5,1,9,1,0,5,5,14,4,3,9,5,7,8,7,4,5,11,1,12,1,1,3,6,3,1,3,3,5,1,2,10,5,5,2,4,6,4,1,11,4,1,5
Cell0383,8,7,5,5,3,6,13,4,6,6,3,3,8,1,3,3,1,4,2,5,2,3,4,3,3,3,7,1,2,4,4,4,1,0,6,8,6,3,3,7,1,5,6,10,7,5,9,4,2,4,8,7,3,8,3,10,1,3,5,5,9,8,6,3,2,6,4,1,3,3,1,6,4,4,7,3,3,8,4,3,6,1,11,2,2,1,7,6,1,5,5,6,3,3,4,7,7,2,5,5,0,8,13,10,8,4,7,6,6,3,2,26,7,11,3,0,6,0,5,4,0,5,4,2,2,13,5,5,8,8,3,2
Cell0384,1,3,4,0,4,4,4,4,3,7,1,5,2,11,2,4,2,6,8,2,4,5,2,9,1,5,10,0,2,1,4,3,2,1,6,5,3,4,14,10,2,16,7,7,6,3,4,2,3,4,6,6,0,6,1,6,0,5,13,13,2,1,1,14,6,5,5,0,10,11,6,11,12,2,2,1,2,9,3,5,4,4,6,3,5,5,8,10,9,7,3,8,3,3,2,0,6,4,1,0,3,1,3,5,1,1,1,8,8,4,3,13,1,7,0,1,0,7,3,1,6,15,3,3,4,10,3,3,6,3,2,2
Cell0385,4,8,2,5,2,8,15,14,1,8,4,5,2,3,5,3,2,6,6,4,3,8,3,2,4,4,9,4,8,4,2,3,3,3,10,8,4,4,3,7,3,11,7,10,3,22,1,4,8,13,5,6,3,6,2,10,2,2,5,2,7,5,3,11,5,5,8,2,6,8,8,5,2,1,18,1,0,1,7,1,7,2,11,8,0,3,1,4,1,10,3,3,6,4,1,4,4,7,4,5,6,7,7,9,2,4,5,11,10,5,2,5,0,18,1,6,1,2,8,1,9,6,1,3,8,6,3,1,7,6,6,0
Cell0386,5,7,4,7,5,4,13,5,5,10,6,4,5,4,1,3,6,7,4,8,2,7,3,4,4,1,4,2,10,3,1,8,2,0,10,1,1,3,4,8,2,13,3,5,6,16,1,5,3,5,1,4,1,3,5,5,2,1,9,7,4,7,2,9,4,1,8,1,6,8,2,11,1,1,11,0,4,1,3,0,5,2,8,7,1,2,10,3,3,9,3,8,4,2,0,1,6,1,0,1,12,3,3,3,0,2,3,8,7,1,5,12,2,5,6,1,2,3,10,2,3,0,4,3,3,8,4,6,4,5,4,1
Cell0387,4,3,7,3,2,5,7,7,3,10,1,1,6,4,3,5,1,5,2,5,3,4,3,2,1,7,2,1,6,5,3,4,3,1,10,2,9,4,6,9,6,23,7,4,5,23,4,7,3,16,1,3,3,3,1,15,4,0,8,8,4,14,2,10,6,4,4,2,3,2,2,8,3,3,21,0,1,1,5,1,1,2,6,4,5,3,2,7,1,11,4,1,1,2,7,1,4,7,1,1,7,3,9,2,2,1,2,3,3,2,4,4,4,8,2,1,3,2,4,0,5,10,2,0,2,9,4,2,13,2,5,1
Cell0388,2,13,0,3,0,10,20,15,8,3,2,1,12,1,2,6,3,2,2,2,2,7,9,2,0,2,7,7,19,7,10,11,14,5,11,0,11,13,12,11,4,30,11,4,5,6,11,1,1,5,7,7,1,12,3,3,2,4,10,12,4,7,1,11,5,3,8,3,8,10,4,11,14,7,2,6,3,26,1,4,12,1,5,10,5,2,3,0,1,13,4,6,3,0,4,3,6,3,0,6,3,6,10,7,2,4,7,2,10,3,1,3,3,13,1,2,0,2,5,0,4,17,4,1,3,4,0,4,6,5,3,2
Cell0389,3,2,10,2,2,4,12,0,4,11,9,6,6,6,2,3,4,8,3,3,2,6,5,4,4,2,10,1,4,1,0,4,4,1,10,4,7,1,7,2,1,14,5,7,7,10,4,5,0,5,2,6,3,13,3,13,2,3,5,4,7,7,1,3,6,10,0,3,2,2,1,4,18,1,2,6,5,10,2,0,10,3,15,3,3,7,5,11,6,5,4,7,2,0,3,7,8,2,0,5,4,9,7,8,8,4,6,6,20,14,7,16,2,7,4,1,2,5,3,4,1,16,2,1,0,5,2,2,1,4,6,2
Cell0390,6,3,7,4,4,10,8,4,7,2,0,3,8,2,1,6,2,2,5,3,3,6,5,5,3,1,5,6,7,2,2,6,5,0,7,4,4,5,5,16,3,7,8,5,9,12,3,12,11,17,3,2,0,3,3,9,4,5,6,5,8,12,5,15,3,4,4,3,3,11,5,12,2,1,19,1,3,4,2,0,3,2,7,6,2,2,2,4,2,10,5,7,5,2,5,4,6,3,0,1,5,7,5,8,0,1,4,10,9,3,1,4,4,3,1,3,7,1,1,2,3,13,1,3,2,11,5,2,18,6,9,2
Cell0391,10,10,1,11,2,13,10,13,7,5,2,3,7,4,2,2,1,5,2,3,3,8,10,5,3,3,9,6,20,6,7,9,6,5,13,1,19,15,10,23,3,41,19,3,0,3,19,1,2,2,11,12,3,10,2,7,2,4,12,9,6,12,2,19,5,8,8,4,5,7,5,17,18,6,2,2,5,17,0,10,8,0,1,16,0,16,2,1,0,13,2,5,2,3,6,5,9,2,5,6,3,10,10,10,3,4,4,1,3,1,3,10,2,28,2,1,2,5,2,0,11,10,3,5,1,17,4,3,3,5,5,0
Cell0392,3,2,12,1,5,4,2,4,3,9,4,6,3,3,0,4,1,5,4,8,5,4,3,14,3,5,5,1,2,2,0,2,2,1,8,6,8,6,4,7,1,5,4,6,12,5,5,6,5,8,2,12,2,9,2,7,4,4,7,5,7,5,1,19,4,6,8,1,6,12,4,2,5,3,2,5,3,8,1,2,10,6,15,1,1,2,4,11,6,5,2,4,4,2,2,2,9,0,0,3,9,2,5,5,1,1,4,4,10,6,1,13,2,8,4,1,2,1,4,4,5,9,14,2,4,5,5,3,6,5,1,1
Cell0393,5,5,9,2,1,7,13,4,3,4,6,3,8,3,3,5,1,6,2,2,2,3,8,3,2,2,5,0,3,4,4,5,1,1,4,6,3,2,4,6,4,7,5,7,6,11,6,6,5,6,3,5,2,7,14,49,17,2,3,3,17,17,12,13,3,3,10,5,4,12,7,22,4,0,9,2,6,2,1,2,1,2,7,9,2,3,2,9,2,4,1,2,8,1,0,2,3,9,2,4,2,11,5,14,3,1,8,9,9,1,1,19,1,8,3,6,0,4,4,3,8,3,4,2,10,11,4,3,4,8,1,3
Cell0394,1,4,5,1,8,11,8,6,3,14,10,5,1,3,3,9,3,11,2,4,4,7,8,2,1,3,7,1,5,7,4,3,2,3,8,1,2,3,2,3,1,4,7,26,22,7,7,4,6,4,4,9,1,5,1,1,2,5,14,20,3,8,5,6,3,6,3,1,4,2,3,11,1,4,10,3,2,4,6,0,4,4,5,11,2,4,1,4,6,13,2,4,8,1,4,5,3,7,1,1,10,7,8,7,1,0,2,4,4,3,2,3,2,9,10,7,7,2,2,0,2,8,5,1,7,8,5,7,12,6,4,1
Cell0395,10,8,1,6,2,9,12,10,11,2,1,5,4,2,2,3,0,3,3,3,4,3,8,2,1,2,6,5,19,4,10,16,11,1,8,0,11,23,12,12,4,35,13,1,0,3,8,0,1,3,1,8,3,7,4,11,4,3,8,8,7,6,4,8,10,0,2,8,6,8,4,9,12,3,5,3,6,16,2,3,8,1,2,8,2,7,3,2,2,13,1,5,3,2,3,4,2,5,3,10,1,9,9,9,7,9,10,0,2,1,0,12,2,9,0,0,3,5,3,5,7,13,2,6,0,6,1,1,6,1,2,5
Cell0396,5,6,8,1,3,6,7,8,3,5,2,2,5,4,3,6,2,4,6,5,2,5,5,8,5,1,5,1,1,2,2,3,1,3,4,4,2,3,1,8,1,6,1,11,10,12,6,5,4,11,1,3,4,7,2,11,2,3,5,5,8,7,3,4,0,13,4,1,5,3,6,2,4,3,6,4,3,3,2,3,13,8,15,3,4,3,2,6,2,6,2,2,7,3,4,1,12,3,6,9,4,12,12,9,4,1,6,1,1,2,2,4,4,17,4,5,5,2,8,2,7,8,1,3,0,10,4,0,2,3,3,3
Cell0397,3,3,6,1,3,5,6,4,3,10,3,5,5,4,2,5,4,5,1,1,5,4,7,4,4,1,2,1,4,7,5,5,7,1,7,7,2,2,4,9,6,6,7,12,5,8,2,1,6,9,4,5,4,9,2,7,3,3,5,5,9,7,6,11,4,5,3,3,2,9,1,10,2,2,6,1,1,1,1,3,2,2,3,9,3,5,3,2,4,11,5,6,4,2,1,5,12,3,1,3,8,8,5,6,1,6,3,6,1,0,3,7,5,4,3,0,1,4,4,3,8,7,5,2,5,12,10,1,4,2,7,4
Cell0398,1,2,6,2,5,1,5,6,3,8,3,1,3,4,3,2,1,5,6,5,5,10,2,8,3,11,7,0,4,4,0,2,1,0,4,6,1,5,7,6,2,7,6,7,11,6,10,4,3,9,9,7,2,9,1,3,6,2,11,9,6,4,1,13,4,5,4,4,14,6,1,7,4,5,6,2,3,8,2,2,15,6,11,6,4,3,7,8,2,7,2,3,2,2,3,7,8,2,2,2,6,4,5,4,2,2,2,2,3,3,4,7,4,7,5,0,5,1,3,1,10,7,3,3,5,9,4,1,5,5,7,6
