"","G001","G002","G003","G004","G005","G006","G007","G008","G009","G010","G011","G012","G013","G014","G015","G016","G017","G018","G019","G020","G021","G022","G023","G024","G025","G026","G027","G028","G029","G030","G031","G032","G033","G034","G035","G036","G037","G038","G039","G040","G041","G042","G043","G044","G045","G046","G047","G048","G049","G050","G051","G052","G053","G054","G055","G056","G057","G058","G059","G060","G061","G062","G063","G064","G065","G066","G067","G068","G069","G070","G071","G072","G073","G074","G075","G076","G077","G078","G079","G080","G081","G082","G083","G084","G085","G086","G087","G088","G089","G090","G091","G092","G093","G094","G095","G096","G097","G098","G099","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200"
"cell0338",1,6,9,12,24,0,1,1,2,1,1,0,3,1,9,1,2,1,14,1,0,0,3,14,2,0,1,2,0,6,0,3,3,5,0,0,0,0,9,4,0,12,4,16,1,2,1,0,12,8,2,2,9,6,3,9,6,4,2,2,2,0,3,2,6,5,3,0,0,7,6,3,0,1,0,5,0,15,6,19,6,4,11,21,0,3,6,14,2,7,5,2,4,4,6,9,3,1,12,11,6,0,5,12,2,10,4,3,15,1,2,5,5,0,20,9,9,5,0,7,49,29,43,31,49,38,41,39,22,38,38,30,40,33,32,52,19,15,31,52,35,42,30,35,43,43,36,27,23,35,19,40,24,52,11,36,26,28,46,25,0,7,13,0,1,1,3,4,2,3,3,8,8,7,11,1,1,2,5,13,3,12,3,6,1,3,5,2,7,0,3,5,5,5,1,3,10,2,9,12
"cell0339",0,5,6,7,17,0,0,7,2,6,0,0,3,0,13,3,1,0,13,0,0,0,5,16,3,1,2,5,2,10,2,13,4,2,1,0,0,0,10,2,3,17,1,15,5,2,0,0,9,5,5,7,5,7,1,13,6,4,4,2,5,0,2,8,14,7,1,1,2,5,3,1,1,2,0,11,0,17,3,14,7,4,16,25,4,6,7,15,6,9,3,7,0,7,4,8,5,2,12,15,9,0,5,14,1,7,1,6,8,4,2,1,2,0,8,11,4,5,3,10,41,25,42,48,49,45,44,43,29,36,51,22,30,37,24,45,19,20,36,58,44,32,30,37,38,59,38,22,34,39,12,34,24,39,10,29,31,43,56,39,1,8,7,1,3,0,4,4,5,7,5,7,10,2,10,0,7,7,6,7,7,11,7,12,4,2,1,3,4,0,5,3,4,2,3,4,7,4,8,9
"cell0340",1,2,8,12,26,2,1,5,2,2,0,1,4,0,8,1,2,0,14,0,0,1,4,12,7,1,1,4,1,11,1,3,4,7,0,0,1,1,7,3,1,12,5,15,1,3,0,1,15,7,1,8,11,7,3,7,3,6,1,0,3,0,5,2,10,5,6,0,1,6,5,3,1,4,0,6,0,14,4,16,6,4,13,22,2,2,3,11,4,6,12,6,0,6,7,6,3,4,6,9,5,0,9,23,2,4,0,2,11,4,1,5,5,0,15,9,5,8,0,6,54,29,41,44,49,34,37,38,13,30,52,35,39,31,24,61,11,26,30,58,31,42,28,44,39,51,44,30,30,36,30,33,34,45,17,40,22,34,60,29,0,9,9,0,4,0,2,5,4,14,3,7,12,1,8,1,3,3,6,6,9,11,10,8,0,3,4,4,9,0,9,1,2,3,1,3,5,6,9,9
"cell0341",1,2,6,11,20,0,0,2,3,2,0,0,4,2,14,1,0,1,5,1,0,1,3,18,3,4,2,6,2,6,1,4,5,1,0,0,0,0,10,1,0,20,7,20,1,1,3,0,14,9,2,3,7,3,4,7,2,2,2,4,4,0,5,5,8,3,3,1,0,4,7,4,3,1,0,3,1,11,8,8,5,5,17,29,1,7,2,9,4,10,6,6,2,3,3,7,2,0,9,8,8,1,8,15,6,6,4,8,9,6,3,3,3,0,13,9,5,3,0,11,48,38,41,46,54,56,40,55,22,52,63,36,37,46,24,48,25,25,49,52,30,37,31,36,37,51,36,19,37,42,13,27,26,47,12,30,28,30,44,32,2,8,11,0,3,0,2,3,3,11,2,8,7,0,17,0,3,2,5,10,10,11,10,6,1,1,4,4,2,1,0,0,0,1,1,2,10,6,10,10
"cell0342",0,4,6,12,18,1,0,4,3,1,0,0,3,2,16,2,1,1,10,0,0,2,6,18,11,0,1,2,1,5,1,8,2,5,0,0,0,0,9,2,1,13,2,18,3,0,0,0,10,10,5,6,10,2,1,12,1,5,1,2,6,2,6,6,4,5,3,0,0,6,6,6,4,2,1,11,0,23,4,21,2,4,16,23,0,2,6,12,3,4,6,2,1,2,6,4,3,0,6,5,7,0,9,11,1,6,1,7,12,3,4,3,1,1,15,8,2,6,0,3,35,23,51,38,43,39,27,43,18,29,62,37,45,37,19,71,23,22,44,52,33,48,47,38,39,52,33,19,33,36,14,39,32,57,13,34,20,48,53,32,2,9,7,0,7,0,2,5,2,9,7,9,13,4,18,0,8,5,2,8,2,9,7,6,2,1,3,4,4,0,3,4,3,2,2,1,9,2,12,13
"cell0343",0,1,10,7,18,0,1,5,4,7,1,0,5,0,9,2,1,0,5,0,1,1,4,22,8,1,1,2,0,11,0,6,3,2,1,1,0,2,10,3,2,10,4,17,1,1,1,0,10,11,4,2,9,5,0,8,1,3,8,1,5,0,5,7,9,6,4,0,2,3,5,3,1,3,1,3,1,17,1,17,10,6,20,25,4,7,4,13,5,7,8,9,6,1,3,4,6,1,7,5,13,0,9,13,4,7,3,4,10,7,1,4,2,1,16,11,2,4,0,10,39,28,52,45,57,44,33,34,17,40,53,37,32,40,22,43,12,24,37,57,30,55,46,39,38,50,47,36,26,41,21,35,22,51,15,27,23,42,52,55,1,7,7,0,5,0,3,1,0,6,5,7,9,6,13,0,5,7,8,10,10,8,7,8,2,5,7,3,8,0,2,3,1,2,1,4,0,8,4,14
"cell0344",0,2,4,9,19,1,3,4,6,3,0,0,7,1,9,1,1,1,8,0,0,0,2,16,1,1,4,7,0,12,2,4,4,3,0,0,0,2,7,2,0,16,7,22,2,4,2,1,12,8,5,6,4,4,2,7,2,3,6,2,4,1,2,6,9,2,2,0,0,9,5,4,6,1,0,8,1,17,2,14,5,4,20,28,2,2,3,14,2,7,8,10,1,4,8,6,2,2,12,4,6,0,9,16,2,5,3,6,7,5,1,2,1,0,15,12,2,5,1,13,44,28,49,39,48,49,42,37,32,32,59,29,34,42,34,51,18,18,42,62,43,42,41,41,32,59,37,30,30,51,13,38,29,44,9,17,29,30,38,36,2,11,10,0,5,1,1,2,2,7,5,5,9,2,16,0,6,5,5,7,5,8,7,3,1,1,4,2,6,0,5,2,2,1,0,4,4,4,6,6
"cell0345",0,1,8,12,18,1,1,3,1,3,1,0,1,0,8,1,2,0,11,0,0,0,10,14,4,1,3,8,0,9,2,13,4,4,0,0,1,0,4,2,1,17,4,13,3,1,0,0,14,12,3,5,15,4,3,14,4,4,4,2,5,0,3,5,9,6,3,0,0,10,5,4,2,3,0,8,0,16,7,10,6,7,8,22,0,3,4,16,3,9,8,3,2,5,8,9,3,0,12,10,6,0,9,20,2,5,4,8,15,3,3,4,0,1,16,10,4,5,0,9,33,25,51,46,38,42,36,34,17,33,47,35,44,36,25,43,9,21,31,56,32,46,40,21,33,58,39,31,28,29,13,36,22,66,9,46,27,39,55,39,0,8,6,0,1,0,7,6,3,5,6,7,9,3,13,1,10,2,3,9,3,9,9,5,2,5,1,1,6,0,4,1,0,3,1,1,4,4,11,10
"cell0346",0,2,4,14,11,1,0,1,3,4,0,0,5,2,12,2,2,0,10,0,0,0,3,14,9,5,1,5,1,7,2,8,3,7,2,1,0,1,12,1,0,19,6,16,2,3,1,0,16,10,1,0,8,8,2,11,0,2,8,4,5,1,1,9,11,6,3,0,2,7,4,9,1,2,0,1,0,23,4,8,3,3,11,17,1,2,4,11,9,2,10,4,0,2,4,3,0,3,8,3,10,0,12,9,2,6,1,6,8,4,3,2,3,2,13,10,1,5,1,5,37,25,41,38,49,57,26,42,26,33,46,41,38,34,26,50,21,24,42,49,39,46,29,29,29,57,46,29,35,26,9,32,25,50,15,34,33,32,54,33,2,8,8,1,3,0,4,6,1,6,3,6,2,2,14,3,7,7,4,6,7,9,3,7,0,2,5,1,4,0,2,2,3,2,2,1,10,4,11,9
"cell0347",0,3,6,6,22,0,1,1,1,5,0,1,4,1,6,3,3,1,20,1,0,1,3,17,9,1,2,7,2,12,0,14,2,12,0,1,2,1,12,1,2,12,3,18,3,1,6,1,16,13,1,8,5,4,8,10,3,3,2,2,4,0,6,7,7,4,1,0,0,6,7,5,1,4,0,8,1,12,6,10,7,4,12,21,1,4,5,9,5,5,4,2,2,3,9,3,2,1,11,4,7,0,4,14,2,4,3,4,6,4,0,0,5,0,16,11,2,5,2,9,46,29,36,45,43,44,31,48,24,38,54,48,34,39,27,44,28,10,27,37,38,40,33,38,32,53,37,27,23,36,19,40,33,52,10,42,22,30,43,37,1,8,12,0,6,0,3,1,1,9,4,8,11,3,13,0,4,6,6,5,5,12,11,10,1,2,6,2,5,1,4,1,5,5,4,0,9,3,5,5
"cell0348",1,3,7,7,18,0,2,8,2,4,1,0,4,2,9,3,0,1,6,0,0,0,3,9,5,3,3,2,2,4,3,10,2,2,1,0,1,1,9,1,0,13,4,22,3,0,0,0,7,5,1,2,11,4,2,10,2,5,2,3,5,0,5,3,10,6,4,0,2,3,6,3,3,5,0,9,0,15,5,17,5,4,9,23,3,2,1,21,3,8,8,8,2,2,3,9,2,2,9,9,7,0,7,10,5,6,1,4,13,3,5,2,6,0,21,11,1,5,1,11,39,24,34,45,50,50,28,37,18,45,48,32,44,35,32,53,25,26,36,56,38,33,31,49,31,47,37,21,28,34,20,33,28,42,12,35,27,33,36,41,2,10,4,0,3,0,0,3,5,12,4,4,13,7,17,0,1,3,1,7,5,10,6,12,3,2,2,2,3,0,6,5,1,1,2,3,11,3,5,8
"cell0349",1,4,7,17,19,0,1,2,3,4,0,0,2,0,5,2,2,0,7,0,0,0,1,15,7,0,6,3,1,11,1,7,2,6,0,0,0,0,10,2,1,24,1,18,1,2,0,0,5,11,4,7,9,3,2,4,1,3,6,0,0,0,1,6,9,1,2,0,3,9,1,5,0,6,0,3,1,7,4,16,5,5,13,21,2,2,7,18,7,4,6,6,3,11,4,4,3,2,13,10,8,1,17,15,2,6,3,8,6,6,3,3,4,1,8,10,3,5,1,9,42,29,40,40,52,48,39,31,25,47,46,29,40,44,33,41,20,20,36,51,34,49,34,37,31,49,49,29,30,30,10,38,34,56,13,31,20,38,43,37,0,12,10,0,2,0,4,0,3,8,5,10,11,2,12,2,4,2,2,5,8,13,8,9,1,1,4,2,4,0,4,0,3,4,0,5,9,7,7,11
"cell0350",2,6,4,10,18,0,2,8,2,5,0,0,6,1,7,1,3,1,11,0,1,0,1,22,4,1,3,5,2,8,0,9,1,8,1,0,0,1,5,3,1,8,3,22,1,2,6,0,10,7,1,3,12,5,0,13,5,2,4,4,5,0,4,4,11,6,1,1,1,3,4,4,6,3,0,3,0,19,4,13,4,2,12,19,0,6,2,11,6,6,7,8,2,5,5,3,4,1,7,7,8,0,10,14,1,1,0,7,12,3,3,0,3,0,10,6,1,6,0,9,40,23,47,40,56,35,32,32,17,32,41,30,32,45,19,45,23,22,40,55,45,53,34,28,22,65,43,26,24,28,14,34,32,50,17,32,25,41,49,42,2,12,8,0,7,0,4,2,4,7,6,4,9,2,12,0,8,2,6,9,5,12,3,5,1,4,1,2,6,0,12,1,3,3,1,1,5,5,7,8
"cell0351",0,4,5,9,25,1,1,2,2,2,0,1,8,2,10,0,3,1,5,0,0,0,4,19,2,2,3,7,3,6,1,8,1,7,0,0,0,0,13,4,1,14,1,19,1,1,1,0,17,9,3,8,9,9,2,11,5,5,2,1,4,0,3,4,11,3,1,0,2,6,5,1,2,5,0,3,0,20,7,11,6,8,15,25,4,1,4,14,2,6,9,5,3,6,1,0,7,0,10,10,11,1,7,19,2,2,3,6,10,1,3,1,3,0,12,5,2,3,0,6,38,27,49,29,46,51,49,32,25,46,49,32,47,38,23,58,17,20,37,69,48,56,35,34,42,53,29,18,32,31,13,41,34,34,17,36,17,40,49,35,1,12,6,0,4,0,7,3,2,7,4,6,10,2,13,1,5,6,3,7,6,10,6,5,3,2,8,4,5,0,2,1,5,0,3,0,10,7,5,11
"cell0352",0,0,5,13,19,1,0,5,3,6,1,0,4,0,10,2,2,0,16,1,0,0,1,24,7,6,4,4,0,3,2,7,7,3,0,0,0,0,6,2,1,17,6,17,1,2,1,0,12,11,2,2,8,8,4,11,3,2,2,1,5,0,1,7,9,6,2,0,2,7,9,8,2,1,0,5,0,14,7,16,7,3,17,26,2,4,4,14,9,8,6,2,1,1,6,5,2,4,12,5,12,1,12,18,2,2,0,11,9,5,3,2,3,0,9,8,6,3,0,11,28,35,54,41,57,42,32,48,15,40,40,32,52,42,30,55,17,18,42,41,36,62,39,41,41,56,38,21,30,47,16,43,31,34,13,43,25,35,49,33,0,7,6,0,2,0,2,3,3,10,5,7,8,2,11,0,10,2,8,10,4,9,5,5,2,1,2,3,5,0,7,4,4,2,4,2,9,2,10,8
"cell0353",1,3,7,18,17,0,0,3,1,4,0,0,5,2,13,3,3,0,10,0,0,1,2,18,8,2,2,3,0,8,0,7,3,6,0,0,1,0,14,2,0,20,4,20,1,2,2,0,10,11,2,2,7,3,4,7,4,2,1,0,4,0,1,6,4,3,0,1,1,6,6,2,0,2,1,3,0,22,6,16,1,4,11,29,0,2,2,11,2,4,11,3,3,3,6,3,7,2,5,7,9,0,7,17,1,4,1,7,16,1,2,1,1,0,4,12,1,4,1,7,26,21,46,37,43,46,38,28,21,38,47,38,36,46,30,50,21,17,39,62,23,50,20,37,37,56,37,18,28,36,17,30,30,39,19,35,35,25,36,34,2,9,5,0,5,0,4,3,2,7,2,9,11,6,11,0,3,6,4,6,5,3,4,12,1,5,4,0,1,0,3,1,2,1,4,1,4,7,13,10
"cell0354",0,3,4,8,17,0,1,6,2,6,1,0,6,3,13,0,2,1,8,2,0,1,4,19,3,0,3,4,2,4,0,7,3,3,0,0,1,2,9,2,0,8,7,24,4,1,1,0,16,7,5,10,13,6,0,8,2,2,6,3,2,0,2,7,14,3,3,0,2,9,6,4,2,4,0,4,0,14,0,16,6,3,14,18,3,5,12,16,5,8,3,8,2,3,3,6,0,3,6,10,7,0,9,12,3,6,7,13,13,1,3,5,0,0,10,3,4,1,0,5,37,34,42,51,36,60,34,28,16,44,45,28,37,44,24,44,22,23,48,52,29,45,38,28,31,48,32,22,22,36,13,28,39,54,14,28,32,36,45,38,0,11,6,0,3,0,3,4,5,2,4,7,8,4,21,2,5,5,6,6,8,12,2,4,2,2,1,3,2,0,9,1,2,1,1,5,7,7,7,12
"cell0355",0,1,6,6,19,1,1,4,2,5,0,0,7,1,10,0,5,0,19,0,0,2,3,17,6,3,1,2,2,10,1,5,4,1,0,0,1,0,13,3,0,18,2,26,2,1,2,1,16,10,4,7,7,2,2,10,2,1,8,2,3,0,9,6,9,5,2,0,1,3,6,7,3,1,1,6,0,13,7,19,6,8,9,22,5,8,7,14,5,5,12,7,4,4,5,15,6,1,7,4,5,0,9,8,3,9,2,6,12,5,1,1,4,0,7,12,2,7,0,2,40,35,47,55,53,42,34,33,19,40,45,35,39,43,35,43,21,23,45,59,34,52,28,29,35,58,31,26,32,23,17,31,41,40,7,23,17,35,44,43,1,14,11,0,4,0,5,4,3,11,4,4,10,2,7,1,7,6,6,8,5,10,6,8,1,5,4,1,4,0,3,2,6,3,4,2,3,5,7,12
"cell0356",0,1,7,14,17,0,1,0,4,3,0,1,5,0,8,1,0,0,12,0,0,0,2,13,5,1,3,6,4,5,0,15,4,4,0,0,0,0,14,4,0,24,6,21,2,3,3,0,14,9,1,2,16,4,1,16,4,3,4,2,5,1,6,1,10,1,2,0,2,8,5,11,3,4,0,5,1,9,3,18,5,4,16,20,1,5,5,13,10,2,11,10,3,4,1,8,3,2,9,11,5,1,15,17,4,1,2,10,6,3,2,5,1,1,10,11,4,8,0,8,38,33,51,37,44,41,38,40,30,36,65,42,36,41,34,60,26,15,32,56,35,42,38,46,37,41,22,21,24,36,24,59,24,49,13,33,30,23,58,31,1,13,10,0,4,0,2,1,4,7,3,4,10,2,7,1,9,2,4,7,8,12,7,11,0,3,6,2,4,0,5,4,3,4,1,3,6,5,7,9
"cell0357",0,2,6,11,22,1,2,6,2,4,1,1,2,1,8,1,3,1,7,1,0,1,4,19,6,0,2,5,2,7,3,19,3,7,1,0,0,1,9,1,1,15,2,13,2,1,2,0,10,11,4,9,9,5,2,16,3,3,8,0,2,0,4,5,9,2,2,1,1,4,4,4,4,1,0,2,0,21,3,22,5,2,16,27,1,6,5,10,7,1,5,3,3,6,2,5,1,1,6,5,6,0,7,4,2,5,4,3,15,3,4,1,3,0,13,9,1,6,1,14,33,24,46,50,41,43,41,34,27,49,55,39,33,36,23,47,17,21,38,62,47,50,34,37,27,52,33,20,31,33,17,45,37,42,6,25,31,38,58,23,1,9,11,0,3,0,3,3,1,7,2,5,8,4,8,0,7,2,1,3,4,7,6,4,4,4,9,2,4,0,10,1,3,1,0,5,11,11,10,11
"cell0358",0,2,7,14,21,3,2,5,2,2,0,1,4,1,14,1,3,1,10,1,0,1,2,21,5,2,1,0,1,8,0,13,3,2,0,1,1,1,11,4,0,10,2,15,6,1,3,0,13,10,1,2,10,5,3,7,2,6,3,1,4,0,8,6,11,3,2,0,0,8,3,7,1,3,0,5,0,13,4,16,6,4,16,21,1,4,3,15,2,7,9,7,2,6,2,5,2,0,8,9,7,0,10,16,5,2,1,5,9,5,4,2,2,2,11,10,2,3,4,6,29,24,39,58,50,46,35,30,22,35,50,25,32,42,37,38,9,16,22,47,39,54,28,39,35,56,44,21,25,30,9,38,38,46,12,27,26,40,38,32,1,6,4,0,3,1,3,4,3,14,4,6,7,4,11,2,2,3,6,6,4,9,3,5,3,5,2,1,3,0,5,1,2,5,1,2,10,3,7,9
"cell0359",1,2,7,8,29,1,1,1,2,5,0,0,5,0,3,2,1,0,14,0,0,0,4,13,3,3,3,4,0,2,1,8,5,1,3,0,0,0,7,2,0,13,10,23,1,0,1,1,11,9,4,4,11,10,0,14,1,1,4,5,3,0,1,4,6,7,3,0,2,9,2,4,2,2,0,4,1,10,9,16,5,5,11,19,0,3,1,14,4,8,8,2,0,3,4,7,1,1,7,8,7,0,9,15,5,9,1,4,11,3,1,2,2,1,10,10,4,5,0,9,53,29,51,37,59,49,38,35,20,37,52,22,37,33,30,59,17,25,32,49,42,38,24,38,38,58,54,37,33,36,9,30,26,46,15,31,24,45,44,31,2,8,8,0,3,0,2,1,5,6,2,5,8,3,11,1,8,3,3,5,9,5,5,5,1,1,3,1,4,0,6,3,3,0,0,2,3,8,8,15
"cell0360",1,2,5,9,24,1,1,4,3,5,0,0,7,0,6,0,2,0,13,0,1,1,3,12,4,1,0,4,0,4,0,6,4,2,0,0,0,1,12,5,1,21,5,16,4,3,2,0,11,11,5,3,7,2,0,9,5,5,4,1,2,0,4,2,8,4,5,1,0,7,5,7,0,2,1,5,0,17,7,14,6,2,14,19,0,2,3,16,4,9,4,4,3,6,7,3,1,1,9,10,9,0,5,18,3,3,3,3,5,2,7,2,3,0,12,8,2,7,1,10,47,36,48,39,41,49,42,43,27,47,43,33,34,41,30,57,14,15,38,58,33,32,33,30,30,54,37,35,28,42,13,36,35,43,9,24,31,41,56,35,1,6,11,0,4,0,6,5,3,9,4,2,7,4,14,0,6,2,6,6,9,17,7,8,2,3,4,2,4,0,4,0,1,5,1,2,7,2,10,7
"cell0361",0,2,8,12,18,1,3,1,2,4,2,0,7,0,15,3,1,0,12,1,0,1,3,21,8,4,3,4,1,7,0,7,3,4,3,0,0,0,8,3,1,18,4,17,2,0,3,0,17,9,6,4,8,7,1,19,4,2,1,2,7,0,4,4,8,7,3,1,2,12,1,5,1,4,0,6,0,9,5,20,5,3,12,23,2,2,2,8,5,8,13,2,2,3,5,11,2,2,7,8,6,0,6,15,3,7,3,3,16,2,3,2,4,1,17,10,0,4,0,5,27,31,51,46,50,53,34,39,22,23,50,32,36,35,32,59,24,21,27,61,42,42,35,25,34,58,37,31,34,32,18,43,22,42,20,30,26,38,43,34,0,6,5,0,1,0,5,5,2,7,2,9,13,0,19,0,5,4,7,8,9,7,5,8,3,2,9,0,5,0,5,0,2,2,5,1,4,6,5,13
"cell0362",0,2,5,12,17,0,0,2,0,1,0,1,5,0,8,0,4,0,10,1,0,0,2,16,7,0,3,4,3,4,1,9,6,2,0,0,0,0,9,6,2,20,4,12,2,0,1,1,10,9,3,6,6,7,2,12,3,4,4,3,7,0,2,8,10,2,1,0,2,7,5,2,3,0,1,7,0,11,4,17,2,4,11,18,3,5,5,11,4,8,6,6,1,2,7,5,2,1,7,4,9,0,5,11,4,4,0,3,12,4,2,1,5,1,17,9,3,7,0,9,46,31,40,49,46,52,37,39,16,35,53,32,26,42,25,58,30,10,49,68,40,48,42,36,36,43,46,26,35,38,13,30,25,40,17,37,25,27,32,38,2,4,7,0,2,0,2,2,4,8,3,6,8,3,16,1,9,5,5,13,6,15,8,5,1,2,4,1,6,0,5,1,2,5,1,1,7,8,6,9
"cell0363",0,0,7,10,24,2,3,8,2,6,1,0,0,1,12,1,3,1,9,0,0,1,5,19,7,1,1,4,0,12,2,8,3,4,2,0,0,0,10,4,0,12,4,18,2,0,0,0,14,10,1,8,13,9,1,6,3,1,4,1,3,0,4,5,8,6,1,0,1,10,2,2,2,0,0,8,0,14,1,14,7,4,16,25,2,4,7,15,4,4,10,9,2,3,3,5,3,2,13,9,4,0,11,19,1,7,1,12,12,2,1,4,0,0,12,14,0,7,0,4,45,26,34,42,39,52,42,32,17,41,42,32,38,43,32,46,28,15,45,65,27,48,34,44,33,57,41,21,24,38,14,32,28,53,16,40,23,33,50,41,4,8,7,0,4,0,3,2,4,6,2,11,9,8,12,0,4,4,2,13,5,9,7,9,0,2,4,0,4,1,8,5,2,0,2,3,8,8,9,16
"cell0364",0,6,7,9,24,0,0,3,3,5,0,0,5,1,10,1,1,0,6,1,0,1,5,19,7,1,0,5,1,10,0,8,1,4,0,0,1,1,10,2,1,13,6,14,4,1,1,0,11,6,2,8,12,5,2,6,4,1,3,2,1,0,5,4,14,5,2,0,0,4,9,8,4,2,0,2,0,18,4,8,10,4,12,17,1,4,4,16,5,12,9,5,3,7,5,7,7,1,5,8,7,0,10,11,2,3,1,2,12,3,4,3,5,2,7,11,3,4,1,5,43,25,53,52,47,38,46,28,26,45,40,42,37,44,26,56,20,27,31,47,32,48,20,28,26,50,47,32,33,37,11,48,16,49,13,33,29,42,48,38,3,10,12,0,4,0,4,1,2,7,3,5,7,2,10,0,5,4,4,6,8,8,11,5,1,3,3,3,4,0,7,1,8,5,3,3,11,6,5,4
"cell0365",0,1,3,9,23,0,0,2,1,5,0,0,3,0,6,1,3,1,14,0,1,0,0,15,4,1,0,6,2,5,0,18,6,3,2,0,0,1,9,3,0,9,3,16,1,1,1,0,10,5,5,5,9,4,4,7,4,1,6,1,7,0,6,2,10,5,3,0,1,3,6,8,1,4,0,4,0,14,6,20,3,1,20,23,1,1,6,17,6,3,7,6,0,6,6,5,2,1,11,4,9,0,9,12,6,3,4,6,6,6,5,0,3,1,7,8,4,5,0,14,52,34,52,47,53,46,39,42,15,34,55,34,35,45,34,47,25,24,29,54,37,44,32,29,20,41,34,27,29,40,21,29,31,47,10,18,20,41,34,37,0,8,7,0,5,0,4,0,4,9,3,9,15,2,10,0,4,4,3,9,8,11,12,5,1,2,3,3,2,1,9,2,3,1,1,1,8,4,6,13
"cell0366",0,4,7,12,21,0,2,3,2,7,0,0,4,0,10,1,2,1,8,0,0,0,3,20,5,2,1,4,0,1,0,13,4,9,0,0,0,1,8,3,0,17,4,30,2,4,2,0,10,7,0,7,8,4,3,9,3,2,2,2,8,0,5,8,5,4,1,1,0,4,4,6,3,3,1,4,0,14,5,11,7,1,20,10,2,3,2,10,4,4,10,2,2,2,3,5,4,1,4,5,1,0,7,8,3,6,2,2,7,6,1,2,1,0,14,5,3,4,0,9,36,32,46,47,44,40,54,31,15,40,52,39,44,32,29,44,18,25,56,52,50,56,28,27,34,44,44,26,26,39,21,46,22,43,8,35,23,38,46,36,1,15,11,0,4,0,1,2,5,7,7,5,8,4,19,0,2,7,3,9,4,10,11,6,0,2,7,1,10,1,2,1,1,5,1,7,9,5,3,8
"cell0367",0,2,2,8,19,0,2,1,2,8,0,0,5,0,3,3,3,1,9,0,0,1,4,17,5,0,1,7,2,5,1,8,3,4,0,0,1,1,6,3,2,27,5,23,2,2,2,1,10,8,2,11,9,10,4,11,3,2,7,4,4,2,3,5,9,3,0,1,0,6,5,4,2,0,0,7,0,15,5,12,4,6,16,22,1,3,6,17,4,3,5,7,3,5,5,9,2,0,8,7,10,0,11,9,3,4,2,9,14,2,5,1,4,0,12,10,4,4,1,4,35,24,40,41,48,51,41,38,22,34,53,30,48,40,31,50,23,26,42,45,40,50,35,37,31,38,33,28,33,34,18,37,25,54,15,29,25,42,39,38,1,9,12,0,1,0,4,4,2,8,3,3,18,5,20,0,7,3,5,8,5,9,11,8,2,1,6,4,5,0,3,4,5,0,2,3,11,5,12,12
"cell0368",0,1,5,8,19,0,0,1,6,2,0,0,4,1,9,1,4,0,13,1,2,0,2,14,10,1,1,1,0,4,1,8,2,2,1,0,0,0,19,1,1,8,4,25,2,0,1,0,9,11,1,1,8,3,5,7,3,4,3,2,2,0,1,4,11,7,1,0,0,4,7,4,1,2,1,9,0,10,4,17,7,8,14,12,4,5,4,12,7,3,5,6,0,6,4,5,3,3,4,8,5,0,8,17,1,5,1,8,17,8,2,1,3,0,11,10,4,7,0,8,47,32,39,49,42,51,32,44,29,37,59,36,34,42,45,48,23,26,39,57,27,53,30,40,33,53,47,20,25,47,13,37,25,47,16,25,26,48,41,40,2,10,10,0,4,0,4,4,2,9,7,6,8,6,14,2,2,2,2,5,6,6,6,5,1,1,5,4,2,1,6,2,4,0,2,4,5,8,11,7
"cell0369",0,1,12,10,22,1,2,3,3,2,0,0,3,0,8,2,2,1,11,0,0,0,2,17,2,4,0,5,2,2,1,10,1,6,1,0,2,1,11,3,0,22,7,21,1,1,2,0,15,6,3,5,9,5,3,11,3,4,5,2,4,1,2,5,8,4,4,0,0,1,4,6,0,1,0,4,0,8,7,16,6,7,12,16,2,0,5,8,6,6,6,5,2,6,5,11,2,2,6,2,3,1,10,17,0,6,0,9,13,3,6,5,2,0,21,6,1,4,1,12,43,28,55,54,31,48,30,45,23,42,42,28,49,50,36,47,16,17,32,56,38,35,41,27,25,59,37,29,42,30,13,41,17,48,10,30,35,41,41,29,1,5,10,0,3,0,4,4,2,10,4,10,11,6,19,0,5,2,3,3,7,8,5,9,0,1,6,4,1,0,3,1,3,2,2,4,6,2,14,13
