,TF00,TF01,TF02,TF03,TF04,TF05,TF06,TF07,TF08,TF09,TF10,TF11,GENE000,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040,GENE041,GENE042,GENE043,GENE044,GENE045,GENE046,GENE047,GENE048,GENE049,GENE050,GENE051,GENE052,GENE053,GENE054,GENE055,GENE056,GENE057,GENE058,GENE059,GENE060,GENE061,GENE062,GENE063,GENE064,GENE065,GENE066,GENE067,GENE068,GENE069,GENE070,GENE071,GENE072,GENE073,GENE074,GENE075,GENE076,GENE077,GENE078,GENE079,GENE080,GENE081,GENE082,GENE083,GENE084,GENE085,GENE086,GENE087,GENE088,GENE089,GENE090,GENE091,GENE092,GENE093,GENE094,GENE095,GENE096,GENE097,GENE098,GENE099,GENE100,GENE101,GENE102,GENE103,GENE104,GENE105,GENE106,GENE107
CELL0714,3,0,1,6,0,5,1,8,2,3,2,10,0,1,2,1,61,5,2,0,1,1,5,5,0,3,1,0,1,8,0,15,2,0,3,5,100,0,10,0,0,1,1,5,6,4,121,3,2,1,0,5,0,3,3,0,11,0,2,0,0,8,6,1,1,3,16,1,0,0,44,1,0,2,38,0,3,0,7,0,2,3,0,1,1,0,21,1,5,1,2,1,269,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,98,3,1,108,6,0,1,1,4,0,0
CELL0715,0,1,0,3,3,7,4,2,0,3,1,0,1,0,2,1,0,2,2,0,0,4,0,0,1,6,0,1,2,0,2,3,0,0,1,0,0,3,1,6,2,0,1,4,0,2,1,2,0,5,0,3,62,1,2,0,2,2,0,0,3,0,0,0,3,1,0,4,7,1,1,12,12,1,0,1,3,131,0,1,11,6,6,0,2,0,0,2,2,33,1,6,0,4,6,5,2,2,1,2,4,0,8,41,0,0,0,1,4,1,3,1,5,2,5,1,0,2,0,2
CELL0716,0,3,0,2,4,0,12,10,2,1,0,7,4,0,5,4,0,9,4,0,3,10,5,7,1,3,8,1,0,3,2,1,2,1,5,4,0,6,0,5,60,7,6,7,1,5,27,2,0,2,3,8,3,6,25,0,1,2,4,9,27,0,103,0,5,2,9,9,2,0,4,17,4,29,0,2,0,18,1,0,15,1,6,1,1,8,0,6,4,79,2,16,2,124,4,29,7,1,1,4,4,0,30,81,1,1,26,4,8,3,1,9,5,3,2,9,4,14,8,1
CELL0717,2,1,2,21,0,5,31,14,11,3,20,10,7,1,2,4,0,7,3,1,5,4,10,4,4,13,1,2,4,13,4,4,4,4,2,11,0,5,0,3,157,5,5,6,1,1,4,13,3,5,110,6,2,19,2,3,132,5,5,3,160,3,37,1,11,12,12,0,8,0,14,0,0,26,0,3,4,2,4,1,2,11,4,3,5,0,1,7,7,7,2,28,8,124,18,8,6,4,2,3,9,61,1,7,4,2,3,6,12,2,2,4,2,5,15,2,0,3,0,4
CELL0718,2,9,9,0,10,0,9,17,11,0,21,3,6,3,3,6,0,7,3,0,2,6,9,2,0,1,5,3,12,8,3,2,2,2,5,3,1,12,0,1,15,1,3,2,2,2,0,3,6,4,2,2,106,1,2,2,13,2,3,9,25,1,1,17,5,0,2,3,9,1,2,10,11,1,0,4,71,24,2,2,5,9,2,2,1,2,0,6,4,11,0,6,4,35,7,11,2,1,0,1,5,15,2,8,0,3,0,7,3,0,5,1,4,2,18,0,3,1,0,2
CELL0719,6,9,4,0,2,14,13,0,3,2,1,6,28,2,0,2,0,5,4,1,1,3,5,3,2,2,16,6,11,0,2,1,3,1,2,2,0,1,0,4,52,1,2,0,0,1,0,5,3,5,3,3,405,1,1,1,210,9,2,12,187,0,0,4,3,2,2,1,69,1,1,5,40,14,0,5,32,84,0,5,5,0,0,1,3,0,0,1,2,14,5,17,0,118,280,209,4,1,4,4,5,7,9,33,0,3,12,3,4,0,1,1,0,4,88,0,0,4,0,0
CELL0720,5,2,2,5,2,4,5,5,4,0,3,24,1,1,2,3,0,3,5,3,1,3,3,3,5,2,2,2,3,0,0,5,4,2,2,7,0,3,0,3,11,3,2,3,4,8,10,10,2,7,3,4,6,3,5,1,6,2,3,3,23,0,4,2,5,6,7,2,1,3,2,2,0,5,1,3,3,4,7,0,1,4,9,1,1,3,6,4,5,3,3,15,4,41,2,5,4,5,1,3,4,1,2,4,3,2,1,3,8,2,6,1,20,1,1,3,2,1,3,0
CELL0721,1,1,1,3,1,1,1,5,1,0,12,2,5,0,3,4,0,5,1,3,1,3,1,1,2,2,2,0,2,6,0,1,0,0,2,2,0,3,1,0,5,4,2,2,2,0,6,9,3,2,1,0,0,4,6,1,6,0,1,0,5,2,14,3,1,4,4,7,5,1,2,5,5,37,1,4,1,21,0,1,3,10,0,2,1,2,0,2,2,16,0,4,1,9,2,14,3,0,0,6,0,0,8,14,0,0,1,2,3,4,0,5,2,2,0,1,0,5,5,0
CELL0722,5,1,4,15,4,2,2,25,1,1,5,10,0,0,1,4,3,4,0,1,2,6,4,6,4,4,0,2,2,11,5,22,0,1,3,10,5,2,2,5,0,4,1,3,6,2,6,5,2,2,27,3,0,8,2,7,6,5,0,2,2,3,3,3,0,5,5,1,0,2,7,1,0,5,7,8,8,0,4,2,4,2,4,0,1,4,11,5,6,10,2,6,68,7,0,0,2,5,2,4,7,14,2,3,1,3,0,23,3,58,7,6,28,7,3,2,6,6,1,4
CELL0723,4,1,6,2,17,2,17,7,4,1,17,1,1,1,5,8,0,14,6,0,2,8,8,3,3,5,8,6,6,15,2,0,4,2,3,17,1,2,1,7,13,5,4,1,16,3,7,18,1,7,11,4,0,1,6,3,5,0,3,1,12,0,1,5,9,2,26,1,0,2,10,3,3,33,0,6,15,3,1,0,20,0,5,3,1,7,1,2,5,12,2,6,15,21,4,5,1,5,3,4,6,1,7,41,4,4,1,3,3,3,6,9,52,6,4,1,2,11,5,3
CELL0724,4,0,0,5,0,4,0,0,2,1,1,17,0,1,3,9,2,10,2,0,0,1,4,3,0,1,1,1,5,3,2,6,0,5,0,8,2,1,4,2,0,1,3,3,1,0,31,2,3,3,6,2,2,0,0,0,24,1,0,0,0,5,1,9,5,2,16,0,0,0,13,2,1,6,7,6,9,0,3,1,4,4,3,0,0,0,2,2,3,9,1,0,15,0,2,1,2,1,1,0,5,10,3,1,1,1,0,3,2,3,8,0,10,2,9,1,2,4,0,1
CELL0725,4,4,15,12,2,4,6,13,15,6,30,43,1,0,2,3,10,7,0,0,1,7,0,6,2,2,0,1,7,4,2,20,2,0,0,3,37,5,1,4,1,7,2,4,3,3,21,3,3,6,38,0,0,4,1,17,57,4,6,1,2,127,0,9,4,5,34,4,1,2,19,0,0,3,11,8,63,0,112,2,2,12,3,0,2,1,122,5,7,0,2,1,425,0,1,0,6,4,1,3,2,366,0,0,1,1,0,2,8,65,8,2,32,7,1,0,0,5,0,2
CELL0726,0,7,0,1,5,12,3,0,0,0,1,21,3,0,5,4,0,2,1,0,1,3,2,5,0,5,4,1,6,4,1,1,5,0,0,4,0,6,0,0,48,0,1,4,2,3,18,7,2,3,2,1,0,1,13,0,11,3,5,0,27,3,6,2,3,12,2,3,1,2,1,4,1,13,0,3,1,0,1,3,0,1,2,0,1,3,2,3,0,12,0,6,1,45,1,18,11,2,1,0,4,1,19,4,2,1,2,2,0,0,8,4,3,1,3,1,3,3,1,3
CELL0727,9,6,2,12,19,23,25,0,0,6,1,0,21,3,3,3,0,6,5,3,1,5,8,0,2,3,0,0,25,4,3,0,2,1,2,8,0,4,0,4,34,1,1,6,2,0,0,5,1,6,2,2,176,2,0,1,45,2,9,2,71,0,0,13,2,4,5,2,9,6,1,9,28,6,0,5,16,91,0,1,4,2,4,3,4,0,1,4,2,94,3,14,0,113,49,150,4,4,1,5,2,0,8,25,2,2,5,5,6,0,2,4,1,4,50,0,1,11,2,1
CELL0728,0,6,4,40,3,3,1,5,1,2,2,2,0,2,3,2,0,2,2,3,3,6,8,3,2,4,1,2,1,3,2,1,4,4,0,0,0,3,1,2,6,2,2,3,3,1,1,8,0,3,2,4,2,3,4,2,5,2,1,2,1,2,1,2,1,5,6,6,0,0,6,3,4,4,2,6,3,6,0,5,1,2,4,1,1,1,3,1,3,6,3,3,4,4,1,3,4,4,0,1,0,3,3,7,1,1,0,3,1,12,5,1,2,3,2,0,0,2,0,3
CELL0729,5,1,0,8,9,5,18,6,2,0,1,7,0,1,3,3,0,4,0,0,2,2,4,4,0,5,4,2,0,2,3,2,0,3,1,1,0,2,0,6,2,2,4,1,1,0,27,3,4,7,0,7,2,6,4,0,0,1,0,0,9,0,4,3,4,2,3,1,0,3,1,4,3,2,0,1,3,22,0,2,3,4,0,0,1,3,0,3,5,16,1,9,5,15,0,43,2,5,1,0,4,0,2,27,1,5,1,5,6,10,4,3,12,2,0,1,6,2,14,0
CELL0730,1,0,0,10,0,4,3,18,8,12,17,9,1,2,2,4,16,2,5,0,0,4,1,4,1,2,2,3,0,9,2,11,1,0,1,5,49,1,56,2,1,2,1,1,12,2,88,0,4,4,15,8,0,4,3,14,4,1,4,1,0,27,9,1,4,14,9,3,0,3,6,0,0,2,12,1,2,0,55,0,0,3,3,1,0,0,32,6,2,2,2,2,442,0,0,0,3,3,4,1,4,8,0,0,1,2,0,4,2,330,3,5,147,5,0,1,4,2,1,5
CELL0731,2,5,3,2,1,15,50,2,1,2,9,12,8,1,3,1,0,3,1,1,2,2,1,5,0,2,5,0,10,2,6,1,1,0,2,5,0,1,0,0,111,3,2,0,2,1,0,3,0,1,3,1,58,2,0,1,53,2,3,0,199,2,0,4,4,3,2,1,7,0,0,1,5,5,0,3,19,5,0,0,1,3,3,0,6,0,0,1,1,12,0,7,0,87,35,23,2,2,1,2,1,12,6,3,0,2,0,5,7,0,2,0,2,2,47,1,3,4,1,0
CELL0732,25,17,1,1,1,4,29,0,1,0,0,18,11,1,3,3,0,2,3,3,2,3,5,1,1,5,4,3,14,8,0,0,0,2,3,2,0,2,0,2,412,0,1,6,1,1,0,3,1,5,2,4,8,8,16,2,266,1,7,14,393,1,4,0,4,5,2,4,21,2,0,1,3,49,0,1,1,16,0,2,1,5,2,9,4,0,0,5,8,14,2,12,0,407,10,426,2,1,0,2,3,0,8,22,1,4,12,4,1,0,1,0,1,3,14,12,3,6,0,1
CELL0733,2,3,2,0,2,1,14,9,0,4,4,7,11,0,2,5,0,1,0,1,1,3,3,2,0,6,6,2,10,5,0,2,0,3,3,2,0,0,0,1,25,4,0,1,1,2,7,0,0,2,4,4,2,3,2,0,17,0,4,0,12,0,3,0,7,2,0,2,7,4,1,3,1,9,1,3,0,6,0,1,1,2,1,1,2,4,1,1,1,24,1,7,1,14,2,104,5,2,0,1,3,0,9,8,3,0,3,2,3,1,6,2,2,2,2,1,1,2,10,2
CELL0734,2,1,0,5,12,1,0,53,5,6,8,20,1,1,2,4,0,11,7,0,5,9,2,4,3,3,0,0,2,4,4,8,2,1,0,6,12,5,11,6,3,3,1,1,13,8,278,6,14,3,9,5,0,2,17,8,2,2,0,2,3,3,28,1,13,12,3,2,2,1,9,0,0,17,5,2,0,4,7,4,2,0,3,0,0,2,5,6,1,3,0,1,46,1,0,0,7,3,3,2,4,0,2,6,3,2,0,5,3,96,6,6,81,2,0,0,7,0,2,3
CELL0735,12,1,1,0,2,1,3,37,3,4,0,2,0,1,3,5,0,2,1,2,0,6,5,9,0,5,3,2,0,4,2,0,3,1,1,3,0,2,10,2,1,1,4,3,5,2,304,5,5,2,1,7,0,6,6,0,1,2,5,1,2,1,12,1,3,2,7,2,0,1,4,8,0,12,5,0,1,1,1,1,3,3,6,5,3,14,0,1,1,12,1,26,41,2,0,1,5,1,1,0,7,0,9,9,1,0,0,9,9,91,5,17,64,1,0,6,3,8,41,1
CELL0736,4,2,7,6,0,2,17,0,5,0,8,4,7,1,0,3,0,6,1,4,2,6,6,3,1,3,6,1,23,5,5,0,1,2,2,4,1,5,0,2,41,1,4,2,0,0,0,2,1,2,1,6,318,2,0,0,39,1,2,1,20,0,0,7,0,2,4,6,12,1,0,14,104,2,0,0,22,42,3,1,6,1,2,1,0,1,1,1,5,8,4,15,1,27,103,175,4,3,1,2,1,4,13,6,4,3,3,4,2,0,2,0,2,2,30,0,1,1,0,4
CELL0737,10,1,5,16,1,0,0,9,1,10,3,14,1,2,2,11,0,4,3,1,4,7,4,6,3,3,10,2,5,11,3,4,4,1,4,15,4,3,5,0,7,6,2,3,1,4,9,6,4,1,3,2,0,14,11,1,1,4,9,1,3,2,29,1,4,10,10,5,0,1,4,7,0,10,5,3,0,3,2,7,5,7,3,1,0,5,4,1,2,1,3,7,29,4,0,6,4,0,2,1,3,0,5,6,1,1,2,4,5,70,6,4,24,6,0,3,2,5,9,4
CELL0738,1,0,3,4,1,5,17,12,0,2,3,23,0,0,6,8,0,9,5,0,0,17,3,2,1,4,13,3,0,9,2,3,5,3,2,5,0,0,2,1,37,2,2,6,0,1,318,6,1,7,1,6,0,5,25,0,1,2,7,0,30,3,39,1,7,3,9,3,0,1,1,4,0,20,0,12,0,1,5,2,12,3,3,1,2,10,1,5,5,9,3,16,28,30,0,22,2,8,0,1,3,0,5,18,1,5,4,5,3,10,6,4,15,8,0,2,0,4,4,2
CELL0739,7,63,1,4,5,8,21,4,1,2,1,7,57,1,6,1,0,6,5,6,2,9,11,1,4,6,19,4,0,3,2,0,1,0,1,3,0,4,0,1,541,0,2,3,0,5,3,9,0,8,1,3,39,1,75,0,80,3,3,102,501,0,100,0,2,3,0,3,71,2,0,19,3,375,0,1,0,178,0,4,0,1,4,5,3,0,0,2,5,262,8,74,0,538,8,454,9,3,0,2,1,0,77,186,2,5,313,5,4,0,5,4,0,8,9,75,2,5,5,3
CELL0740,1,0,2,2,2,4,3,2,8,1,3,5,0,4,2,0,1,3,1,4,2,3,3,2,0,2,2,2,3,5,1,2,4,2,0,1,4,1,0,1,2,0,1,0,2,1,48,1,2,1,6,2,0,1,0,0,53,2,2,1,0,5,3,1,2,16,3,0,0,2,5,1,2,30,4,5,2,0,6,2,14,2,2,1,3,0,1,2,2,3,0,0,28,1,2,0,5,1,0,2,0,2,3,6,2,0,0,8,8,1,5,2,43,1,0,2,0,10,0,1
CELL0741,2,1,11,6,16,1,2,2,2,2,3,0,3,2,5,4,0,5,1,1,2,6,3,11,2,0,2,9,7,5,2,8,0,0,2,1,0,2,0,1,6,5,2,3,10,1,0,10,7,3,0,3,18,7,4,3,1,2,12,0,2,0,1,5,2,0,11,3,1,2,1,10,24,0,3,2,25,156,1,2,13,10,2,0,3,12,0,2,19,18,2,15,2,1,3,3,4,4,0,1,6,0,3,7,2,4,1,2,3,7,9,1,18,3,2,1,4,2,7,1
CELL0742,1,5,3,14,2,7,1,2,10,10,1,10,1,0,8,2,4,12,4,1,2,7,8,2,5,5,3,2,5,5,5,7,0,1,5,9,3,3,3,5,2,4,6,2,4,0,14,3,4,7,4,5,5,10,5,6,8,1,6,1,3,1,2,9,3,7,4,1,7,4,7,5,1,18,5,7,16,5,4,4,1,3,3,1,4,1,2,4,6,12,5,1,59,2,2,0,9,0,3,7,8,3,3,25,2,5,1,2,8,10,3,6,35,4,8,2,2,4,1,2
CELL0743,1,5,7,3,0,12,8,1,5,1,2,7,1,0,2,0,0,2,2,0,0,0,2,5,1,9,2,1,19,1,2,0,1,2,0,5,0,2,0,2,6,2,2,1,1,0,0,5,0,4,3,3,18,2,0,2,184,2,0,0,10,8,0,10,1,3,6,2,5,1,4,1,8,4,0,6,96,3,11,3,0,1,3,0,0,0,4,3,1,3,1,1,4,6,41,1,0,3,1,2,1,84,0,1,0,0,1,3,1,0,2,0,2,1,43,1,0,5,0,1
CELL0744,0,1,0,0,1,0,5,11,4,2,3,9,0,2,2,1,0,4,0,3,1,2,3,3,0,0,3,1,0,4,3,0,2,3,1,8,0,2,4,5,6,5,0,5,4,4,48,2,0,1,1,4,0,0,48,0,0,2,1,9,26,0,23,1,2,1,0,5,1,2,0,3,0,3,0,0,0,17,1,0,5,1,2,1,3,8,0,1,6,10,2,15,0,9,0,4,2,0,3,1,4,0,31,35,0,5,2,1,3,10,6,7,1,7,0,8,2,5,18,1
CELL0745,0,10,0,22,2,13,5,6,13,0,9,5,0,3,3,1,1,16,2,10,5,5,5,9,2,9,10,2,3,6,10,3,1,4,3,2,3,1,3,3,1,2,13,18,4,2,45,9,2,8,23,12,1,2,10,0,12,7,3,0,3,1,37,4,6,11,2,2,1,1,1,3,0,36,5,4,1,4,0,1,0,1,4,4,9,1,2,3,5,20,1,10,14,8,0,22,13,4,2,4,11,0,8,20,1,2,7,6,5,5,4,7,28,15,0,2,3,17,11,2
CELL0746,2,10,2,4,9,14,8,5,3,2,2,0,0,0,3,14,0,4,7,1,3,6,6,8,0,0,6,1,11,5,0,7,2,3,5,7,1,3,0,4,1,2,3,3,0,0,10,4,1,4,0,2,24,5,2,0,3,1,3,0,4,0,1,0,2,2,4,3,1,1,1,19,25,8,2,1,5,56,0,0,3,3,4,1,1,9,1,3,1,79,2,15,0,16,2,44,1,5,0,4,5,0,27,64,2,6,2,2,4,8,5,2,4,3,5,0,0,5,10,1
CELL0747,3,5,20,9,10,10,14,0,0,2,7,1,15,1,1,0,0,1,0,1,0,4,5,2,6,4,0,1,24,2,2,6,1,3,1,8,0,1,0,3,29,2,4,5,1,0,0,2,2,4,0,6,317,5,0,2,149,2,2,2,23,0,0,149,3,0,1,3,21,0,3,9,70,3,0,0,305,42,1,5,6,2,0,0,2,0,1,3,2,10,2,2,0,42,331,26,6,0,2,2,7,306,5,11,1,7,0,1,5,0,4,0,0,1,335,0,2,1,0,5
CELL0748,0,1,0,9,1,1,3,5,2,5,1,22,0,1,3,1,2,4,0,0,1,3,2,0,0,1,1,1,3,4,1,7,0,2,1,1,6,4,0,0,0,0,3,2,3,2,4,2,0,4,5,3,0,3,0,1,53,2,3,0,2,7,1,13,5,6,9,1,0,1,13,1,0,0,2,5,60,0,23,3,6,2,1,0,0,0,14,0,5,1,1,2,92,1,4,0,1,1,0,2,2,61,1,0,1,0,0,2,2,4,1,1,48,4,2,0,1,4,0,3
CELL0749,1,0,3,2,0,2,6,2,0,4,8,1,2,0,3,2,1,3,4,1,1,3,2,7,0,1,4,3,6,3,1,0,1,1,2,15,2,0,0,1,6,1,4,2,6,6,0,1,0,5,4,4,0,4,2,0,65,3,2,0,8,3,0,1,2,3,3,4,1,2,6,1,0,27,0,3,4,0,5,3,2,3,4,1,0,0,4,4,2,7,3,0,2,7,0,1,3,4,1,1,6,8,2,2,2,0,0,2,2,1,5,0,6,7,2,2,0,1,2,0
CELL0750,1,2,1,4,1,0,5,0,5,3,15,25,2,0,1,5,0,3,5,0,0,3,4,0,2,0,0,1,2,5,0,0,1,3,0,2,1,3,0,0,5,2,3,3,3,1,1,3,2,3,68,1,1,2,0,0,209,0,2,2,7,16,1,5,1,3,7,1,3,0,10,0,0,4,1,5,30,0,54,3,1,2,2,0,0,0,35,3,3,0,0,1,62,3,15,0,0,1,2,2,1,50,0,0,0,0,1,2,1,0,2,2,7,0,18,0,1,1,0,3
CELL0751,1,4,0,2,1,5,5,6,2,0,0,16,1,2,1,2,1,3,3,0,0,6,4,2,1,2,3,6,1,1,4,1,4,6,5,3,0,2,2,1,7,5,5,0,2,2,219,9,2,2,1,3,1,5,25,0,9,0,7,0,12,2,144,0,3,10,2,5,0,7,3,4,0,11,2,4,0,2,0,2,5,8,6,0,1,3,3,1,2,7,2,21,5,1,0,1,3,4,5,0,5,0,12,8,0,0,8,1,4,19,7,19,10,10,0,4,3,5,0,3
CELL0752,2,0,11,9,3,10,12,1,0,4,22,2,0,4,6,6,18,4,1,0,2,18,10,3,2,7,1,2,3,7,3,10,2,0,1,1,38,3,18,4,0,3,3,5,11,7,9,6,1,1,5,6,3,2,2,6,4,1,6,0,1,8,0,9,3,0,21,6,0,1,20,0,2,1,19,7,103,0,14,8,2,3,6,0,4,3,16,2,3,0,1,3,396,2,0,0,4,1,0,7,2,36,0,2,5,2,0,0,5,50,2,5,77,6,6,0,3,8,1,0
CELL0753,2,3,28,7,0,19,14,1,8,8,6,16,20,2,2,5,0,7,4,1,0,9,18,5,2,5,5,0,73,5,4,4,2,2,0,7,0,3,0,5,251,2,1,5,26,0,0,3,0,6,77,3,31,3,1,13,608,4,0,1,175,3,0,40,7,11,11,3,66,0,16,2,10,14,0,9,595,0,6,2,1,12,3,3,3,0,2,7,4,5,1,1,2,405,629,32,5,3,1,3,15,614,0,3,2,1,1,5,9,0,3,0,3,4,570,1,2,2,0,8
CELL0754,5,0,0,2,0,0,5,1,1,5,2,0,0,1,1,4,0,1,3,1,1,2,5,5,3,1,1,1,2,3,1,1,0,2,1,0,0,2,0,1,24,0,0,1,3,4,2,4,1,5,1,2,3,3,3,0,3,0,4,1,22,1,1,0,4,3,3,1,2,4,2,1,6,0,0,1,1,16,1,1,1,1,1,1,0,3,1,0,4,9,2,4,1,31,1,4,1,0,1,1,2,0,2,14,1,1,5,6,0,0,2,2,2,4,2,1,0,11,4,0
CELL0755,12,1,2,4,54,5,17,10,4,5,2,2,1,3,1,5,0,9,2,2,2,3,7,3,3,6,11,2,0,4,6,2,3,3,2,7,1,3,1,3,0,1,3,5,2,3,16,7,3,1,1,13,2,2,6,0,0,2,8,0,3,0,4,1,1,2,1,0,1,1,0,42,1,13,2,2,1,66,0,3,12,4,3,1,1,38,0,3,4,132,3,11,1,3,1,20,6,2,2,3,5,0,9,44,3,2,0,9,2,34,4,3,14,4,2,4,0,2,83,2
CELL0756,1,0,2,7,0,7,4,27,14,5,1,19,0,0,2,4,12,2,3,1,1,5,7,3,3,1,4,1,0,4,2,13,1,0,1,2,25,3,4,0,2,3,5,1,16,10,107,1,5,5,12,8,0,4,1,7,4,2,2,0,2,4,1,2,3,4,16,1,0,0,3,3,1,7,19,1,4,0,22,1,6,7,3,0,3,1,9,6,4,4,3,0,238,0,0,0,2,0,1,5,4,0,1,9,1,4,0,2,2,55,5,4,104,5,0,1,1,7,0,2
CELL0757,2,19,0,12,0,22,3,4,2,1,10,3,3,0,1,11,0,2,0,2,3,14,8,3,2,4,3,3,11,8,4,0,4,3,0,5,1,19,1,1,27,2,3,1,5,1,0,4,2,3,30,7,1,6,2,3,196,4,5,1,14,13,13,7,1,5,6,9,6,4,0,0,2,11,0,1,15,2,6,2,1,12,3,1,3,0,11,5,4,1,3,5,21,33,20,6,1,2,2,4,8,51,1,1,0,1,3,5,6,1,3,2,8,15,27,1,0,11,1,3
CELL0758,1,0,1,2,1,0,1,0,8,4,3,14,0,0,1,2,1,4,0,0,1,3,1,1,1,3,2,3,5,1,0,2,0,1,0,2,5,3,0,1,4,2,1,1,1,0,2,4,0,4,9,1,0,1,1,1,6,0,0,0,0,3,0,3,2,2,8,0,0,0,6,0,0,3,2,0,5,0,2,1,1,3,2,0,0,0,2,1,0,2,0,2,71,0,0,0,3,2,2,2,1,11,0,0,0,0,0,2,3,18,2,1,16,1,0,0,1,2,0,0
CELL0759,1,0,23,4,0,10,10,10,3,3,2,8,3,0,5,8,0,5,1,1,2,4,6,2,0,3,1,6,2,4,0,15,4,2,3,3,2,1,0,0,4,4,2,4,17,0,6,0,4,6,4,4,1,2,2,4,43,1,4,0,8,2,1,3,2,1,5,3,2,2,3,7,3,4,0,3,11,1,2,3,6,7,1,1,1,0,4,2,1,1,0,2,19,8,9,2,3,3,1,3,6,8,1,6,3,0,1,6,6,5,1,1,7,3,9,0,2,2,1,3
CELL0760,1,0,0,5,0,0,0,4,3,4,8,6,1,0,1,1,1,3,1,2,3,5,2,3,1,1,2,4,1,3,2,7,1,4,2,2,30,4,14,4,2,0,2,2,4,3,106,8,0,3,14,1,0,0,7,0,4,0,3,0,0,9,22,0,3,8,11,3,1,2,3,0,0,7,2,2,0,0,25,2,0,5,1,3,3,4,28,3,0,0,1,1,284,0,0,0,3,2,0,0,4,3,2,0,0,1,1,2,3,33,4,1,31,0,0,0,3,4,0,5
CELL0761,1,2,3,2,3,3,0,9,3,1,5,5,1,0,0,3,3,5,3,0,2,3,4,1,0,4,4,4,3,4,0,4,1,1,3,2,3,3,1,0,1,0,1,0,1,4,11,1,0,5,3,1,1,6,4,2,11,1,2,0,0,2,19,1,6,10,3,0,1,1,1,0,0,6,1,2,0,0,5,0,3,4,0,0,3,1,0,2,4,4,1,1,23,2,0,4,4,0,0,0,4,0,1,1,1,1,1,0,4,3,4,5,23,5,0,10,0,5,2,0
CELL0762,4,14,40,4,5,13,40,0,4,1,5,10,54,2,7,9,0,4,1,6,2,11,7,6,3,9,6,1,34,9,4,2,1,0,0,15,0,5,0,5,579,4,2,1,16,0,0,2,1,3,5,7,698,12,1,5,668,5,7,37,503,2,1,7,7,3,9,9,73,0,10,5,117,7,0,7,223,45,1,3,3,6,6,2,6,0,0,6,3,16,4,1,0,463,656,47,6,8,1,1,5,355,3,19,4,8,3,8,13,0,2,1,0,15,679,1,4,9,0,3
CELL0763,2,0,2,5,4,0,0,11,2,12,10,15,0,4,3,3,126,8,3,1,2,7,8,5,4,3,3,8,2,6,1,7,2,0,5,24,110,8,42,1,0,1,6,1,10,7,599,2,2,8,2,3,0,3,0,3,0,3,1,0,0,2,1,4,2,2,24,2,0,2,24,5,2,18,183,3,5,2,2,5,13,8,7,2,3,16,5,1,11,7,2,3,406,0,0,1,3,5,2,2,4,1,1,4,5,5,1,6,6,213,4,7,647,8,0,1,5,2,4,2
CELL0764,1,3,1,5,3,10,23,0,2,0,1,24,10,0,1,7,0,1,2,0,1,0,2,4,0,5,3,0,14,9,6,1,0,4,2,2,0,6,0,1,331,4,2,2,5,1,0,3,4,2,12,2,71,4,0,1,425,1,6,0,314,2,0,4,5,2,1,5,25,2,4,7,2,9,0,9,128,8,1,2,1,6,4,1,2,0,1,1,1,8,3,3,1,194,149,14,3,3,2,0,3,52,0,12,2,2,7,4,5,0,7,5,2,3,53,0,2,2,1,4
CELL0765,9,3,0,0,1,1,3,5,1,0,1,16,3,0,1,3,0,5,0,3,1,6,2,1,0,4,7,1,2,4,1,0,0,4,0,3,0,1,0,0,91,1,2,2,1,2,3,3,1,1,3,3,5,3,4,0,1,0,2,4,150,0,14,0,2,2,2,1,2,1,0,5,0,25,0,1,0,7,0,1,2,3,0,0,1,3,0,2,0,25,1,20,0,88,1,97,3,1,0,2,2,0,17,8,0,0,16,0,3,0,2,4,1,2,0,4,0,6,6,4
CELL0766,1,0,0,1,0,1,3,45,7,5,3,4,1,2,1,2,31,1,1,0,0,3,5,2,1,4,1,1,0,6,0,5,2,2,0,1,96,2,53,2,0,2,4,0,23,3,336,3,2,6,4,0,0,2,1,4,1,0,8,0,0,4,13,2,7,3,21,1,0,3,40,1,0,12,11,0,0,1,9,4,4,13,0,1,0,7,4,4,5,1,4,2,270,0,0,0,4,3,1,4,2,0,0,0,0,3,0,3,2,343,2,8,111,3,0,0,3,1,3,2
CELL0767,1,2,11,26,1,17,1,6,7,4,26,9,6,1,1,17,5,6,2,3,3,4,18,10,0,2,1,4,17,6,2,7,0,5,3,1,13,5,0,5,1,1,2,2,4,3,8,3,7,12,25,12,1,4,0,1,116,2,9,0,3,4,3,13,6,4,40,4,6,1,31,0,3,1,5,0,34,0,7,4,5,4,8,1,9,0,15,17,10,1,0,1,66,10,37,1,2,2,4,7,3,76,2,1,3,3,2,6,10,1,11,2,20,7,16,0,6,10,0,3
