"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"RNU1-75P",6.567,7.029,9.475,5.595,6.785,11.088,3.86,7.846,9.897,10.983,7.407,9.648,8.295,5.621,8.045,9.951,9.688,5.154,8.251,7.992
"MIR7160",9.221,7.407,9.434,11.952,9.427,9.451,8.643,9.504,10.817,4.711,8.399,9.171,10.767,9.203,9.147,9.074,6.831,9.437,7.698,7.196
"LOC127396920",7.12,9.236,6.685,8.511,6.77,9.488,7.929,4.714,6.961,10.876,5.831,7.818,7.313,8.675,8.904,7.706,8.14,8.229,5.794,8.876
"LOC129935335",9.511,8.618,7.479,8.023,7.732,4.988,8.198,9.072,8.699,8.155,7.691,7.077,8.931,3.421,5.607,7.001,8.723,9.33,5.256,8.69
"LOC127893768",9.082,9.75,9.607,9.259,9.022,10.585,8.653,7.202,7.46,9.286,7.589,8.056,6.388,5.939,6.346,8.206,7.939,8.182,9.298,7.335
"LOC129937372",9.754,7.746,7.694,9.531,8.261,8.388,10.759,6.776,10.619,7.909,8.045,9.719,9.972,9.637,6.873,8.938,6.762,9.329,7.36,8.974
"LOC130000689",7.49,7.613,5.579,7.376,5.672,7.374,6.208,10.876,5.048,7.11,8.37,6.139,10.708,10.694,6.387,7.907,8.251,8.367,8.399,10.464
"LOC127822179",7.693,4.531,9.443,7.339,6.98,6.476,9.458,6.936,7.27,10.935,5.144,9.791,8.459,8.713,5.879,9.426,9.091,7.214,8.087,9.663
"LOC129936616",7.186,7.952,5.797,5.898,7.914,9.397,7.967,4.859,10.203,4.033,6.459,8.641,5.81,6.781,8.122,10.478,10.193,9.543,6.88,6.524
"LOC126862500",6.618,11.021,8.129,10.555,11.072,8.978,7.033,8.026,10.865,6.216,4.434,7.004,4.873,7.23,8.74,5.727,3.31,5.057,4.433,5.622
"LOC127401060",6.398,9.377,8.634,9.488,6.213,9.86,9.779,7.434,9.278,6.507,10.588,6.295,9.186,7.616,7.031,8.782,6.145,7.508,5.539,7.179
"MEP1AP3",6.317,7.773,7.285,9.56,6.067,7.744,5.311,9.499,7.508,7.726,6.154,7.575,8.114,8.474,5.695,9.527,10.158,6.194,5.964,7.568
"LOC130062897",9.652,9.693,9.039,7.505,8.661,8.884,9.738,7.977,10.111,9.211,8.783,8.641,10.727,9.023,7.502,8.536,9.033,9.705,8.413,6.206
"LOC129937886",5.384,8.551,7.293,9.689,7.027,8.188,6.617,6.874,6.996,9.34,11.062,9.044,7.81,6.938,7.363,9.972,6.642,8.367,8.35,10.221
"LOC127815341",6.475,8.03,6.895,5.441,6.829,8.659,8.213,7.476,5.119,6.339,4.219,6.14,8.936,8.793,8.401,10.105,9.839,8.517,9.175,6.257
"LOC130004293",7.45,8.157,10.56,6.133,7.99,7.881,7.703,7.181,6.558,8.326,8.208,7.344,4.595,9.272,7.888,8.22,8.485,6.843,5.702,7.601
"LOC129660842",9.225,6.299,7.145,7.085,7.857,7.14,9.288,9.58,9.279,9.371,8.469,7.247,10.216,8.039,6.851,9.136,10.238,9.473,5.372,8.642
"IGKV2D-28",5.085,7.136,7.196,6.873,6.616,6.205,9.635,9.173,5.997,9.267,9.102,8.713,8.292,7.807,7.868,10.955,9.202,8.87,7.091,7.553
"NRG3",9.36,6.495,9.257,9.342,6.154,7.434,5.884,7.851,6.389,8.971,8.526,6.281,9.222,8.716,8.858,8.266,8.129,7.983,8.745,9.576
"LOC127819405",7.694,6.868,8.702,9.267,7.283,8.82,8.601,6.99,8.497,6.452,6.456,4.461,6.312,10.097,10.762,9.294,10.083,7.841,5.533,5.986
"LOC105376526",8.457,9.208,10.225,7.993,9.167,6.789,7.912,8.332,8.306,4.684,7.939,9.407,8.924,9.255,6.115,6.445,10.133,6.473,8.019,9.884
"LOC127821597",7.045,9.2,6.485,7.085,7.41,8.857,5.97,9.529,7.151,9.204,10.147,9.812,10.911,6.235,7.444,11.092,8.181,8.576,6.735,5.724
"C1orf105",7.49,10.278,9.12,7.869,8.155,5.545,10.383,9.158,3.805,6.658,5.788,7.481,8.184,8.249,8.246,4.749,6.507,8.587,10.103,8.963
"RNU1-151P",8.949,9.534,7.796,11.726,7.973,6.407,7.777,8.051,9.001,10.173,8.551,7.815,10.755,6.97,7.519,7.642,8.605,8.132,7.613,7.596
"LOC123497974",8.501,7.754,6.728,6.514,7.369,6.288,6.477,5.883,5.111,10.892,9.972,8.948,8.621,6.576,9.539,8.108,8.822,11.661,9.058,9.604
"LOC107985113",7.346,7.034,8.186,10.691,4.139,9.616,7.702,11.193,6.224,8.154,11.215,7.817,8.842,8.958,10.216,8.89,9.056,7.185,8.332,8.033
"LOC130001255",5.865,9.169,5.302,8.914,5.368,9.104,6.278,7.312,10.831,8.235,7.364,7.621,10.557,6.759,8.637,9.268,11.268,10.079,11.146,8.934
"LOC132089528",9.493,8.733,10.927,9.316,10.29,8.718,6.513,8.627,5.857,6.13,7.187,5.327,8.821,9.17,6.405,7.798,8.008,7.469,7.074,8.133
"MTND1P7",8.441,7.582,5.934,8.526,4.232,11.475,7.808,6.698,9.118,10.141,5.161,9.715,9.486,6.111,9.757,6.895,11.169,9.554,8.511,8.223
"LOC127892719",4.393,6.919,7.38,4.211,8.924,8.847,8.218,9.687,10.086,7.781,9.068,10.741,7.461,10.283,6.678,11.596,10.481,6.977,10.105,10.469
"LOC111216290",5.177,7.55,6.878,10.306,9.308,6.659,7.681,7.562,7.038,7.817,8.18,6.391,11.372,7.587,4.226,9.397,7.75,9.127,7.165,9.997
"MRPS33P2",6.648,7.389,9.844,8.266,7.313,8.054,6.594,7.31,5.392,9.621,9.609,7.519,9.995,9.235,9.027,6.282,13.643,6.692,7.32,5.084
"LOC130064797",7.957,7.341,7.494,10.517,8.205,10.017,8.495,5.6,6.764,8.885,10.055,8.172,7.525,7.469,4.188,7.041,8.681,7.655,7.271,5.434
"CCNHP1",5.23,9.35,9.437,8.905,7.975,7.439,6.762,8.74,4.76,8.473,2.919,9.634,10.624,9.474,7.779,7.976,7.772,5.046,6.793,9.334
"LOC129935010",8.279,8.105,7.286,6.628,10.029,8.229,7.884,8.278,7.943,9.253,6.538,7.363,5.804,9.725,6.43,10.901,8.539,9.194,6.237,8.016
"LOC130059790",8.261,7.645,11.042,7.805,5.466,9.328,4.124,6.224,6.253,9.775,7.526,8.847,6.899,8.272,9.035,7.062,10.33,10.403,9.426,5.941
"LOC129390264",9.388,7.713,9.755,8.683,7.044,11.332,9.898,8.433,7.511,9.011,7.633,4.393,8.114,4.841,5.673,7.081,4.8,7.606,8.142,7.939
"LOC127409447",8.902,7.464,8.699,6.345,8,8.983,6.142,6.318,6.618,7.02,6.32,7.785,7.062,9.39,9.438,6.295,5.456,7.873,6.805,10.673
"LOC130003783",8.598,7.75,8.066,7.162,9.7,10.342,6.76,8.719,9.993,8.688,10.599,12.227,6.078,8.798,6.723,7.519,5.549,9.004,8.334,6.305
"LOC127888810",8.5,10.988,7.481,8.028,7.801,8.172,6.998,6.897,10.484,5.764,7.406,7.72,6.418,7.24,8.584,8.063,6.027,7.558,8.85,8.818
"LOC127817854",10.438,9.908,7.491,9.133,7.882,7.792,7.171,8.264,8.603,6.756,10.908,6.723,4.351,9.062,5.957,8.039,9.07,6.536,6.85,5.645
"LOC127821799",8.807,5.119,10.289,7.361,7.858,7.353,7.011,8.53,10.935,8.972,10.818,8.698,7.71,12.739,6.564,8.144,6.799,9.476,5.134,7.894
"LOC100996701",8.696,5.894,7.936,7.705,8.418,7.879,7.743,9.642,7.304,7.905,6.967,8.802,7.234,7.45,10.233,6.139,9.588,6.602,5.955,8.177
"LOC130062421",5.099,7.275,8.764,9.434,5.155,9.136,10.219,5.466,7.348,9.983,6.115,10.651,7.975,9.393,9.495,11.39,7.25,11.635,7.63,9.784
"LOC107403075",9.053,7.978,7.165,4.026,7.024,9.667,8.502,10.839,7.41,5.043,8.842,7.517,6.72,9.296,5.112,7.26,7.545,10.509,7.847,9.16
"LOC127886584",7.395,7.294,8.806,8.967,6.555,9.471,9.34,6.709,6.187,5.502,7.68,9.774,8.63,9.005,8.63,6.393,9.338,8.495,7.838,9.686
"LOC127830049",7.106,10.876,4.118,7.397,7.358,6.029,6.032,4.043,10.551,7.782,8.205,7.625,8.811,8.946,5.055,6.067,8.294,4.895,8.926,6.315
"LOC124903485",6.539,6.646,7.47,8.428,7.338,6.527,10.865,8.31,9.874,6.094,6.534,5.605,7.921,8.841,10.548,6.19,9.229,6.456,12.184,10.829
"LOC127889541",8.491,5.621,6.635,7.844,8.473,7.167,7.69,4.704,7.745,4.069,9.161,6.267,9.311,10.616,8.309,10.385,9.05,8.135,5.608,5.614
"LOC127898051",10.907,7.294,8.126,10.797,8.211,7.34,8.86,5.622,7.581,9.986,10.003,7.413,8.172,6.481,9.748,9.875,4.494,6.995,6.131,8.632
"KCNMB1",9.412,6.186,10.38,8.372,9.322,7.861,9.906,5.68,9.31,6.528,11.048,6.212,9.619,5.21,9.171,7.539,9.622,9.047,6.393,9.725
"LOC124905570",7.727,10.568,8.63,8.719,9.749,6.186,5.68,9.828,10.723,9.192,9.801,8.858,9.802,9.207,8.527,8.858,5.577,9.246,7.521,4.344
"LOC129996415",9.121,9.072,6.605,11.028,5.533,7.228,8.791,5.734,8.596,8.762,8.569,10.757,9.502,9.043,7.214,9.879,7.351,9.63,7.025,10.293
"SRSF5",8.484,8.827,10.416,6.554,5.964,7.181,9.389,5.905,7.522,10.729,8.741,8.027,8.601,8.397,11.666,8.506,11.978,9.831,8.065,7.059
"LOC130061605",8.558,9.625,9.671,6.541,9.054,7.751,6.666,4.754,7.809,8.796,8.103,7.442,6.953,5.829,9.506,7.159,7.544,7.971,9.526,7.557
"WDR37",5.944,7.523,10.79,4.95,7.822,8.622,6.312,5.639,9.033,7.721,10.51,13.063,10.357,8.746,10.804,8.577,9.222,11.529,11.697,10.032
"LOC130066041",7.529,4.877,6.787,4.693,10.319,6.773,8.493,7.628,9.078,7.488,6.671,8.28,8.977,9.51,9.271,11.088,10.601,6.772,6.278,9.793
"LOC127270521",9.589,6.833,6.076,9.592,8.442,6.966,7.737,8.756,6.314,5.145,8.464,6.946,6.998,8.077,8.162,9.544,8.127,7.95,7.76,7.968
"LOC127276365",11.281,4.49,11.774,9.057,6.063,10.166,6.401,7.926,7.807,6.006,5.966,6.706,8.083,5.477,5.829,9.613,5.984,7.009,3.329,9.087
"LOC130063996",6.524,11.154,8.209,9.548,8.108,7.832,7.374,9.304,8.023,9.366,8.55,10.269,6.689,7.674,6.868,9.896,9.291,7.234,8.198,8.405
"LOC127814558",8.299,9.982,9.552,9.015,8.268,5.972,7.181,9.491,9.328,9.548,7.819,5.781,11.401,7.705,8.91,8.497,6.226,9.013,8.959,6.622
"LOC129996912",7.916,8.615,6.098,7.888,5.435,6.445,8.605,7.787,7.497,5.067,8.659,8.999,8.872,6.424,9.621,6.512,7.72,7.573,7.594,7.314
"LOC130056670",10.176,10.846,10.786,5.973,7.464,7.467,9.897,7.319,9.087,8.841,6.807,5.527,7.539,7.95,8.452,9.277,7.924,7.995,9.175,10.256
"LOC127897940",7.725,9.52,7.467,5.952,5.846,6.567,6.215,10.211,8.108,7.933,10.91,8.297,12.43,7.632,11.63,8.025,6.97,7.775,5.991,6.942
"LOC127269165",7.186,11.944,6.063,6.684,7.643,9.073,10.105,8.583,5.741,8.125,6.059,6.815,5.525,5.259,7.649,6.517,10.696,6.807,5.05,6.658
"LOC129662228",7.404,5.985,6.705,8.067,6.15,7.461,5.053,6.179,6.597,11.471,10.76,6.446,10.032,7.399,10.053,7.906,9.069,6.686,7.329,8.286
"LOC129390873",4.016,5.466,5.356,7.263,8.971,9.244,9.462,6.312,7.224,7.688,9.771,8.93,8.127,9.389,10.422,11.881,10.892,7.968,6.99,8.706
"LOC124907253",10.099,6.987,9.335,7.87,5.936,6.757,9.764,8.365,10.13,8.158,9.232,7.171,8.51,9.632,4.508,7.76,8.002,9.054,6.705,9.801
"LOC127457377",10.228,6.814,8.512,9.065,7.584,7.418,7.596,8.611,5.863,9.364,7.877,10.378,7.153,10.41,7.931,6.777,8.658,7.705,9.65,7.318
"LOC130010067",6.706,4.19,8.566,8.05,9.681,7.511,11.216,11.939,11.229,6.654,7.87,11.963,8.388,7.66,8.646,8.263,9.193,5.372,7.719,8.034
"LOC127403206",9.617,12.014,7.839,9.532,7.854,6.016,6.826,8.48,9.012,7.434,7.833,6.146,6.811,8.056,8.816,9.142,10.29,8.458,8.917,10.719
"LOC124904608",9.466,7.152,11.103,10.369,10.508,7.053,4.417,9.065,8.595,9.222,8.99,10.164,7.767,6.832,9.462,8.919,6.038,6.153,9.49,8.826
"LOC127818903",5.502,6.041,7.111,8.937,5.754,7.336,6.405,7.476,7.716,10.154,9.531,6.895,7.301,8.607,5.781,8.056,6.109,5.888,8.647,9.86
"LOC130004189",4.682,6.737,11.48,9.486,8.317,6.221,10.114,8.806,9.072,8.138,6.84,9.991,11.224,9.053,7.495,8.667,7.182,9.388,10.432,8.59
"LOC130000645",8.852,7.45,9.64,5.793,7.786,9.836,9.168,4.978,10.927,10.652,10.043,8.948,9.078,5.342,8.148,7.722,6.891,9.41,6.645,10.437
"LOC127829400",5.651,8.822,9.707,7.324,6.012,8.477,10.264,6.419,7.213,9.153,7.639,8.942,10.672,6.137,8.445,11.773,6.509,8.929,9.502,4.845
"RUSC1",8.849,5.511,8.35,7.037,10.243,7.917,9.983,8.521,8.369,7.111,9.752,6.155,5.672,6.57,11.236,8.408,11.766,5.605,7.184,8.114
"LOC126807316",6.541,4.979,8.265,8.282,5.774,5.703,9.187,8.052,4.592,7.316,7.019,6.477,6.49,8.492,6.506,8.532,8.766,7.496,6.41,7.153
"LOC126862294",5.95,10.894,8.132,10.126,5.438,6.453,8.118,7.999,11.49,7.612,6.715,8.806,6.288,10.835,7.049,8.994,5.82,6.431,10.448,4.443
"LOC130002256",10.135,11.146,8.043,9.646,10.133,9.088,6.549,9.368,9.907,7.993,8.66,10.363,7.432,9.965,9.077,7.705,5.303,7.091,7.588,9.093
"GNAT3",8.41,8.308,8.096,10.87,11.656,13.512,8.433,7.304,8.55,6.9,5.481,7.136,8.691,8.785,9.492,8.972,7.48,8.172,8.694,8.112
"PCDHB16",7.305,9.607,6.158,8.397,6.626,5.423,6.671,7.663,11.239,11.721,8.901,9.833,7.037,6.631,6.615,7.346,8.349,8.063,6.744,9.438
"LOC112268212",7.179,8.592,9.336,8.707,8.153,5.493,9.059,8.234,7.202,6.173,7.335,7.95,8.184,7.194,6.342,8.21,9.762,5.989,9.378,8.674
"VN1R46P",8.514,7.835,7.448,7.474,9.906,8.069,5.429,5.606,7.248,10.109,7.718,6.744,7.074,8.446,10.688,3.913,7.411,9.634,8.73,8.664
"LOC121740695",8.911,9.973,6.056,6.939,10.618,8.181,8.155,8.023,9.507,6.648,4.367,5.21,8.902,9.361,5.078,8.742,8.743,9.718,6.031,6.754
"LOC130061799",9.41,9.152,8.427,9.518,13.006,7.149,5.648,8.112,8.785,10.4,7.333,5.804,10.133,7.209,8.621,8.998,8.205,9.057,8.677,5.956
"LOC129661367",8.803,10.54,7.131,8.39,5.324,7.845,8.645,11.677,7.524,7.161,8.263,5.074,9.03,7.087,7.011,9.212,8.741,8.666,5.807,9.165
"LOC127817527",5.561,8.737,12.802,11.38,6.556,10.982,10.757,5.93,7.07,7.77,8.629,10.338,8.288,7.831,4.382,8.243,9.265,8.366,7.949,7.435
"LOC127404645",5.572,6.921,10.84,11.659,6.996,7.374,7.156,11.547,6.615,6.629,7.406,8.538,9.436,6.678,8.983,7.376,9.096,8.934,7.469,7.592
"IRF8",6.703,7.305,8.083,7.843,7.983,9.93,7.169,8.025,4.427,7.589,7.89,6.606,7.208,3.231,4.935,9.239,7.683,9.659,9.59,9.301
"INTS6L-AS1",10.553,9.736,8.438,8.051,7.149,8.384,7.679,8.39,7.779,6.642,7.961,9.745,6.252,5.118,10.602,7.636,6.528,6.042,9.301,9.948
"LOC127405701",8.958,7.674,7.17,6.236,6.392,7.422,4.928,7.916,7.475,6.272,7.53,8.181,4.543,7.778,7.116,5.941,9.021,9.87,6.572,6.533
"OR7E106P",9.675,7.061,9.601,6.589,7.696,8.641,5.044,9.358,8.159,10.98,7.866,4.315,8.151,6.747,6.841,8.368,8.904,8.49,8.182,9.888
"LOC126861494",8.049,9.065,6.9,8.864,7.484,7.543,6.042,7.162,7.139,7.126,10.577,8.878,8.229,7.813,9.596,5.716,7.7,5.297,8.268,9.688
"LOC121132670",9.505,8.796,6.593,8.978,8.548,7.984,7.296,8.298,9.539,8.334,9.612,9.165,7.412,10.736,9.245,8.385,10.06,8.688,8.233,10.529
"LOC127398902",6.348,8.731,9.568,9.102,4.347,5.149,9.369,8.193,5.829,9.58,8.784,8.241,6.548,7.138,5.207,6.613,10.627,4.944,7.128,8.437
"PSG10P",8.174,6.119,7.573,7.996,7.544,7.496,9.521,6.02,5.239,9.432,2.231,10.398,7.272,7.12,9.181,9.888,7.767,7.617,8.963,9.153
"LOC127828752",10.169,7.511,7.773,8.315,9.714,5.101,9.568,8.96,7.534,11.046,6.702,5.255,9.066,8.478,12.067,5.981,8.47,6.264,5.298,13.053
"LOC130067473",6.074,7.642,9.077,7.268,6.427,9.709,5.862,7.583,7.377,8.523,9.36,8.762,7.808,7.655,10.165,7.984,8.447,10.137,6.728,7.529
"LMNB2",10.545,6.286,4.401,9.815,9.301,6.378,8.971,5.315,7.643,9.16,4.035,7.917,5.809,7.938,8.445,7.242,9.82,8.189,10.424,5.697
"LOC129994029",8.445,7.627,7.353,8.921,7.194,10.893,8.682,8.908,8.541,8.242,5.572,8.602,6.577,10.64,4.97,6.924,3.927,8.391,8.013,6.056
"LOC127892165",9.491,3.925,7.37,7.209,8.395,10.313,6.961,8.493,8.109,7.219,10.603,8.289,6.775,7.751,9.728,8.428,8.784,6.779,8.274,7.927
"LOC127273147",7.602,8.955,7.974,8.568,8.203,9.323,7.455,7.441,9.718,8.467,8.458,9.451,6.883,8.819,8.658,6.041,8.043,6.469,7.91,8.522
"LOC124908696",8.959,7.767,10.013,6.951,10.366,7.616,6.806,9.333,9.169,6.883,7.979,5.813,9.495,8.307,4.198,8.825,7.857,8.392,7.03,9.789
"LOC130007956",8.449,6.219,6.326,9.944,8.571,7.737,7.285,9.525,9.814,6.597,7.651,7.619,6.474,6.57,7.388,9.659,8.049,9.526,6.794,8.271
"OR4F1P",6.823,9.876,9.134,9.539,7.802,7.22,6.272,4.65,7.315,6.889,9.751,9.538,6.695,5.975,9.802,7.63,6.8,5.916,6.345,9.391
"LOC127824935",6.924,7.646,8.092,5.213,9.76,7.983,4.178,8.881,5.311,7.754,8.864,6.479,7.116,8.803,9.208,9.906,8.903,8.333,9.208,8.881
"RNU11-5P",8.15,8.306,7.256,9.091,8.034,8.709,7.284,10.271,9.687,6.236,8.226,6.881,6.829,8.704,7.782,6.039,8.018,10.169,6.994,9.901
"LOC130060523",9.013,10.084,6.754,12.404,9.834,7.501,8.447,9.249,7.142,6.472,7.82,4.789,6.421,6.494,7.67,7.251,7.391,10.156,9.384,9.968
"LOC130056373",9.696,9.396,8.87,10.024,7.994,8.605,7.072,8.379,8.371,6.251,9.989,9.24,5.98,8.658,8.565,8.631,9.558,8.153,10.849,8.655
"ALDH3A1",8.076,5.576,7.256,5.409,9.112,8.565,8.037,6.738,6.702,7.703,6.747,10.755,8.96,8.56,10.67,6.616,5.652,9.476,8.043,4.85
"LOC124900910",7.802,7.55,6.263,6.713,8.886,9.183,9.487,7.296,12.672,8.193,5.678,7.279,10.185,6.367,6.369,8.577,6.917,9.076,7.517,5.659
"LOC100288929",7.919,9.191,4.45,7.683,6.7,9.047,9.484,8.352,7.159,8.993,5.781,10.377,5.606,7.659,8.922,7.476,6.75,8.234,6.351,4.885
"LOC132088789",8.192,7.658,7.434,8.407,9.606,6.856,11.74,9.072,7.353,5.983,6.37,8.983,9.077,8.927,9.231,7.795,8.723,5.109,6.25,8.494
"LOC130001884",8.084,11.291,9.782,8.555,5.679,10.073,7.995,7.15,6.24,6.322,5.829,9.967,9.059,8.404,9.797,7.718,7.187,9.127,8.826,6.617
"LOC127825203",8.292,5.067,7.019,7.628,8.194,8.597,6.059,7.873,6.082,8.404,7.015,10.537,11.029,7.069,7.228,6.292,5.387,8.488,7.402,10.372
"LOC130064194",8.325,7.173,8.004,10.275,7.978,8.859,8.218,8.111,6.622,8.793,9.836,11.593,8.792,7.666,9.419,7.058,6.998,8.722,9.865,11.979
"LOC127891666",7.887,4.397,7.528,7.247,10.863,5.389,6.143,9.929,7.208,6.278,9.868,8.617,7.783,8.995,8.975,8.497,8.789,9.087,7.277,9.691
"LOC112935972",6.011,11.528,8.545,7.593,5.931,7.646,11.639,9.81,8.565,7.907,6.458,6.601,7.321,7.104,8.391,7.298,6.551,7.811,10.965,8.403
"LOC127894423",8.049,5.491,11.186,11.242,9.468,8.822,10.816,5.601,10.323,7.997,7.717,7.974,8.077,8.61,7.122,4.996,6.609,9.825,8.764,8.523
"UBE2Q2P11",8.383,7.867,6.127,6.392,4.821,10.489,8.866,7.013,9.798,8.218,8.174,11.08,8.42,7.175,8.96,4.14,7.257,8.083,5.121,9.008
"LOC127828739",10.658,7.137,10.095,9.281,9.012,5.7,6.361,10.36,7.884,8.464,6.953,8.162,6.195,7.673,5.489,6.95,7.948,8.92,8.89,8.324
"MTHFS",7.884,8.378,7.195,6.004,9.222,9.732,9.183,6.192,7.578,6.557,8.211,4.66,4.24,8.594,7.324,10.348,10.317,9.516,7.545,8.107
"LOC129929459",6.686,6.633,6.759,8.39,7.963,5.395,6.426,5.802,9.629,8.529,9.514,8.893,9.476,5.256,6.462,9.656,5.574,8.489,8.567,7.024
"LOC129993364",4.326,6.68,8.872,8.605,11.85,7.796,10.808,6.667,7.723,9.162,7.04,8.653,6.006,6.764,12.094,9.764,11.283,7.053,6.557,6.439
"LOC129994003",7.974,4.487,6.383,6.434,7.646,7.947,7.961,8.67,8.144,8.082,9.695,4.89,6.221,8.584,6.899,6.747,8.989,7.52,8.03,8.126
"LOC124904912",4.177,7.806,8.75,6.232,8.293,6.811,6.973,9.841,8.229,7.254,6.354,9.213,9.142,9.095,8.686,8.266,6.713,9.14,9.657,7.846
"LOC129660300",6.429,9.131,6.534,6.769,6.334,9.526,5.152,7.217,11.252,6.548,9.821,7.878,8.173,6.775,7.552,8.352,4.987,5.532,5.47,9.433
"LOC130057150",4.843,9.915,9.785,5.247,6.388,8.883,7.518,8.18,7.648,5.242,5.816,9.479,9.284,5.727,8.536,6.815,7.908,6.838,7.072,8.434
"LOC122152317",7.499,8.024,7.988,5.521,6.149,7.298,8.494,8.429,10.029,5.244,7.079,7.56,7,7.433,9.162,7.589,6.223,7.939,9.194,6.389
"LOC130002465",9.468,9.906,9.73,10.093,9.521,10.016,6.271,7.318,7.928,8.456,7.194,10.984,7.479,5.166,8.349,11.137,4.535,7.464,9.89,8.497
"LOC127267499",9.283,8.39,7.477,8.211,10.34,8.587,9.213,7.546,8.721,4.005,8.766,10.019,9.057,10.904,8.16,9.549,9.243,9.146,8.902,8.721
"MTND2P40",6.441,10.638,7.681,7.832,8.111,7.159,8.47,5.902,6.039,9.299,9.006,6.263,8.849,8.304,10.587,7.713,7.884,10.6,7.101,7.174
"LOC130058795",8.499,8.67,8.378,6.887,8.514,6.186,7.234,6.186,6.6,9.187,9.398,6.244,6.912,5.67,8.661,9.118,5.521,8.568,5.005,6.163
"LOC127882978",6.861,9.501,7.524,7.876,9.708,7.191,6.773,8.993,8.222,7.589,5.786,7.377,8.889,7.25,6.907,7.384,6.039,8.118,6.58,9.298
"OR2P1P",9.106,9.392,7.461,8.24,5.848,5.921,6.074,9.988,8.454,10.461,6.715,9.623,8.333,11.232,6.694,7.532,6.571,10.765,6.637,9.531
"LOC129997862",7.239,5.596,8.384,6.548,6.066,6.667,7.475,9.887,8.254,7.725,7.765,8.613,6.726,8.23,7.32,6.713,6.738,10.062,6.44,6.436
"MTATP6P20",8.939,7.038,11.037,6.831,7.291,9.862,7.127,10.288,6.555,6.631,9.256,13.659,10.986,13.313,9.412,10.547,9.959,10.068,10.763,12.15
"LOC129389110",6.567,9.35,7.09,9.713,8.146,7.084,7.824,10.898,7.701,7.706,7.854,10.058,8.205,6.093,5.704,8.153,9.308,8.15,9.007,7.079
"LOC129937167",8.243,9.104,10.815,9.94,6.403,9.343,8.724,7.665,8.729,9.9,9.49,5.94,11.428,5.09,7.532,6.95,7.083,5.334,7.983,8.769
"LOC130007361",6.63,9.468,6.852,6.387,9.256,6.995,11.389,4.844,5.782,7.772,6.716,11.582,8.933,10.269,7.262,8.389,7.737,8.353,9.772,9.202
"LOC127823561",7.269,8.754,9.3,6.763,6.236,8.843,10.171,7.681,8.57,8.616,6.454,12.554,6.401,7.875,8.636,7.134,7.35,7.449,4.933,9.355
"MYO1F",9.475,7.32,10.159,6.553,7.496,4.678,9.696,9.143,8.059,11.614,9.452,8.351,7.76,7.089,6.99,7.756,7.215,8.613,8.9,7.989
"GTF2A1-AS1",10.355,10.602,6.982,7.319,8.304,6.322,9.251,4.8,8.895,8.726,8.535,9.201,6.421,10.176,9.001,8.435,9.084,8.818,5.78,5.186
"LOC127402487",8.132,12.547,6.549,7.134,9.911,6.463,4.995,7.842,7.153,6.469,8.324,8.488,7.421,7.877,8.04,9.553,8.182,7.818,6.839,7.08
"CIP2A",8.979,9.296,10.218,7.788,7.167,8.319,6.674,10.277,6.897,10.084,10.504,10.141,8.283,9.814,4.181,6.26,9.262,7.025,8.04,9.534
"LOC107985983",9.233,5.983,8.656,6.977,10.175,8.907,7.727,7.491,8.245,8.121,6.676,7.692,6.585,7.24,9.787,7.908,6.781,8.396,3.985,8.592
"LOC127883306",6.85,10.205,11.607,5.169,6.649,7.509,9.799,9.158,4.882,8.811,9.363,8.008,4.806,7.254,8.21,8.412,9.084,7.664,6.809,8.017
"LOC127459657",5.903,11.016,9.618,6.006,10.782,8.124,7.913,8.073,8.12,10.087,8.289,9.611,5.204,8.262,9.375,6.265,8.69,6.73,8.457,6.271
"LOC130007976",8.652,9.191,8.253,8.484,8.562,7.131,8.165,7.018,6.437,8.542,6.902,8.484,8.11,6.983,8.024,8.051,10.132,7.853,7.227,6.431
"TFGP1",8.112,10.826,8.157,7.113,7.755,7.766,8.478,6.126,5.006,7.917,8.55,10.033,7.834,3.742,7.44,9.284,8.522,7.897,7.484,8.799
"LOC129390392",8.159,9.938,13.563,8.912,7.221,8.03,8.44,6.943,6.672,8.116,10.357,7.115,7.358,7.026,6.602,9.691,7.917,7.924,9.635,9.311
"LOC130059623",7.518,7.377,8.912,8.527,10.052,8.394,7.559,6.505,7.003,8.704,11.169,6.587,7.63,7.267,9.393,8.933,8.161,11.406,9.066,7.19
"LOC127891897",5.654,8.437,8.852,7.662,10.158,6.506,9.105,8.679,7.207,9.009,6.179,7.177,8.024,9.246,5.503,7.492,7.25,8.408,7.5,6.443
"LOC129997691",10.332,9.245,10.489,7.367,8.269,4.957,7.065,8.249,6.528,5.673,8.294,8.015,6.521,6.892,8.761,8.397,4.992,8.332,8.74,5.155
"ZBTB33",7.504,6.234,7.919,8.738,9.214,9.283,8.011,6.727,9.559,5.576,7.355,9.514,7.136,9.489,6.716,6.878,8.124,8.915,7.752,7.508
"LOC127829723",9.498,5.104,9.257,8.055,6.705,8.756,9.936,9.323,5.645,6.416,6.089,5.044,8.937,8.025,9.858,8.229,6.147,7.449,8.188,8.191
