# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s3_c0260,slide3,7.981,13.923,D1,CT2,6,2,5,2,2,4,0,0,1,4,2,2,1,3,1,0,2,1,3,3,1,0,2,0,1,4,0,3,0,4,3,0,0,4,1,0,3,3,6,0
s3_c0261,slide3,8.942,14.08,D3,CT3,1,2,5,1,1,1,1,0,0,2,2,0,0,4,0,1,1,0,3,0,4,1,4,0,2,1,0,4,2,3,1,5,4,0,2,1,0,3,0,4
s3_c0262,slide3,10.067,13.913,D3,CT1,0,0,0,1,2,4,4,1,1,1,3,3,0,1,2,2,5,7,1,2,2,1,0,0,0,5,0,3,2,3,1,1,1,0,2,0,0,0,4,0
s3_c0263,slide3,11.084,14.162,D3,CT3,3,0,2,0,1,2,1,1,2,2,0,3,0,3,1,0,0,2,1,1,6,0,4,0,3,1,0,1,0,4,3,1,3,0,1,0,1,1,4,2
s3_c0264,slide3,12.05,14.21,D3,CT2,7,2,4,2,3,3,0,0,4,2,0,3,4,5,4,0,1,1,5,3,1,4,3,0,1,2,2,0,0,0,1,0,0,3,2,0,3,1,7,2
s3_c0265,slide3,13.29,13.823,D3,CT2,6,1,6,2,2,6,0,0,3,2,0,1,1,2,0,0,1,0,3,2,2,1,2,1,0,0,2,1,0,1,3,1,2,4,2,0,3,3,3,1
s3_c0266,slide3,14.158,13.952,D3,CT1,1,2,5,0,1,1,3,0,1,1,0,3,1,0,1,0,5,5,2,1,2,2,2,1,2,1,0,2,2,0,2,0,1,0,0,2,2,0,3,1
s3_c0267,slide3,14.873,13.75,D3,CT1,0,0,5,0,0,4,0,2,0,4,2,4,0,0,2,1,6,7,0,2,3,4,0,1,0,2,3,3,2,2,0,0,0,1,0,4,1,0,3,1
s3_c0268,slide3,15.703,14.15,D3,CT2,6,0,5,2,1,4,1,1,2,5,0,0,3,0,1,0,2,1,3,4,2,2,2,1,0,1,1,3,0,0,0,2,0,2,0,0,1,3,3,1
s3_c0269,slide3,16.933,14.014,D3,CT3,2,3,2,3,0,2,1,1,3,1,1,1,1,4,0,1,2,1,2,1,5,3,3,1,3,1,0,5,1,0,1,1,2,0,1,2,0,2,3,2
s3_c0270,slide3,-0.166,15.17,D1,CT2,6,2,3,3,1,5,0,0,2,0,0,1,1,8,1,0,3,4,2,9,3,1,1,2,1,2,2,1,3,2,4,2,1,5,1,0,5,2,4,0
s3_c0271,slide3,1.209,14.835,D1,CT3,1,0,4,2,1,1,1,0,0,1,0,0,1,3,0,1,2,0,2,0,5,2,1,0,2,1,0,3,4,2,0,4,0,0,1,1,4,3,1,0
s3_c0272,slide3,2.503,15.309,D1,CT3,1,0,4,4,0,1,0,1,1,2,3,1,0,4,0,2,4,1,0,2,4,0,2,0,5,1,0,0,2,1,0,2,2,1,2,1,0,2,0,3
s3_c0273,slide3,2.927,14.994,D1,CT1,1,1,3,1,1,1,1,2,1,3,3,4,0,0,0,2,1,4,2,2,1,2,0,0,1,2,1,1,1,0,0,0,1,3,0,0,1,1,0,3
s3_c0274,slide3,4.1,14.906,D1,CT1,0,1,2,0,2,3,2,2,0,2,0,4,0,1,1,0,3,6,1,1,2,2,1,2,0,7,0,6,3,3,0,0,2,5,0,3,1,1,1,0
s3_c0275,slide3,5.159,14.757,D1,CT1,2,0,5,1,1,4,2,2,1,2,1,0,0,0,3,1,3,3,1,1,1,3,0,3,1,0,6,2,4,6,2,0,0,1,0,0,3,2,0,1
s3_c0276,slide3,5.651,15.16,D1,CT1,0,0,2,0,0,1,1,3,1,3,0,7,0,1,2,1,3,9,2,2,0,2,1,1,0,2,3,2,1,1,0,0,0,0,2,1,2,1,0,1
s3_c0277,slide3,7.114,14.916,D1,CT0,2,0,0,6,0,1,0,0,2,6,2,1,2,4,0,2,3,2,2,0,1,7,0,4,2,1,0,0,4,0,1,4,0,0,1,0,3,1,1,1
s3_c0278,slide3,8.032,14.931,D1,CT1,0,0,4,1,0,1,0,1,0,5,1,7,1,0,2,1,4,7,1,2,3,2,0,0,0,2,3,3,3,2,1,0,3,0,0,2,3,0,2,1
s3_c0279,slide3,8.617,14.883,D3,CT0,3,4,1,3,0,1,0,0,0,4,3,0,3,1,1,0,1,0,2,3,0,5,1,1,3,4,0,1,2,0,2,4,2,1,3,2,2,0,3,3
s3_c0280,slide3,9.992,15.257,D3,CT1,3,1,2,0,0,7,0,1,1,5,0,2,0,0,0,0,5,7,5,0,2,2,0,0,1,0,1,3,1,1,0,0,0,0,0,0,1,0,4,0
s3_c0281,slide3,11.123,14.99,D3,CT0,1,3,2,1,1,0,0,2,0,1,3,0,2,1,3,0,0,1,2,2,0,7,5,1,6,0,2,0,0,0,0,10,2,3,1,3,5,0,0,3
s3_c0282,slide3,11.99,15.071,D3,CT0,1,2,2,1,0,0,0,0,1,5,2,3,2,1,0,0,2,4,1,3,1,6,5,1,5,0,1,2,3,0,1,5,2,1,5,3,3,1,0,2
s3_c0283,slide3,12.664,15.064,D3,CT3,0,3,5,0,0,1,0,0,2,1,1,0,0,1,0,0,3,1,0,0,4,1,2,1,2,4,0,1,0,1,2,5,5,0,1,1,1,1,1,4
s3_c0284,slide3,13.826,14.93,D3,CT3,2,2,4,4,1,2,0,1,1,1,0,1,0,3,1,0,0,0,1,0,2,0,2,0,2,3,2,0,1,3,1,4,3,0,2,1,0,2,2,1
s3_c0285,slide3,15.165,14.906,D3,CT3,2,2,4,4,1,2,1,0,1,0,0,0,0,0,1,2,4,3,0,1,4,1,1,0,1,4,0,2,2,1,1,0,2,1,0,1,0,2,1,5
s3_c0286,slide3,16.186,15.066,D3,CT3,2,2,3,0,2,0,4,0,1,1,0,0,1,2,1,2,4,0,0,0,5,1,3,1,3,3,1,1,2,2,1,2,0,0,1,0,2,4,0,4
s3_c0287,slide3,16.941,14.976,D3,CT0,0,0,1,1,0,2,0,2,1,4,3,0,3,0,3,1,1,2,0,3,1,8,4,4,4,3,0,0,1,0,0,4,1,9,1,1,3,2,1,2
s3_c0288,slide3,-0.051,16.178,D1,CT2,8,2,4,5,3,2,0,1,1,6,2,0,4,7,1,0,7,1,2,5,0,1,8,2,1,0,4,1,0,0,2,1,2,2,1,0,4,5,8,1
s3_c0289,slide3,1.055,15.736,D1,CT1,0,0,1,2,0,3,3,2,1,8,1,4,0,0,4,0,4,12,0,2,0,1,2,1,0,3,2,3,0,2,0,0,0,1,0,3,4,0,0,0
s3_c0290,slide3,1.971,16.082,D1,CT1,2,1,2,1,0,1,4,2,0,5,2,2,0,0,0,0,2,6,1,2,0,2,1,2,0,3,1,3,3,0,2,0,1,2,1,1,0,0,5,0
s3_c0291,slide3,3.048,15.999,D1,CT0,4,3,2,3,0,1,0,0,1,1,5,1,5,2,1,1,0,3,2,3,0,6,2,5,1,1,2,0,3,0,1,4,4,3,3,1,3,2,1,0
s3_c0292,slide3,3.888,15.803,D1,CT1,1,0,5,0,1,1,2,1,0,7,0,11,0,0,2,1,6,6,2,0,1,3,0,0,1,3,2,3,2,0,2,0,2,1,0,0,1,0,2,0
s3_c0293,slide3,5.477,15.943,D1,CT1,1,0,4,0,1,2,1,3,0,3,1,2,0,0,2,0,3,3,3,1,2,2,0,1,0,0,2,1,2,4,3,0,1,1,2,0,1,1,1,1
s3_c0294,slide3,5.904,15.828,D1,CT1,0,1,2,1,0,6,1,4,1,4,0,1,0,0,0,1,2,4,6,0,2,3,2,3,2,3,2,4,2,3,0,1,1,1,2,1,4,0,2,1
s3_c0295,slide3,6.914,16.096,D1,CT2,5,0,3,3,1,5,0,0,0,8,3,2,2,6,1,0,4,0,2,5,2,3,2,0,0,0,0,2,0,1,5,2,1,2,0,0,2,5,3,1
s3_c0296,slide3,8.206,15.996,D1,CT3,2,3,3,3,1,1,0,1,1,0,0,0,0,4,2,3,4,1,0,0,0,1,2,0,1,3,1,1,0,0,1,1,2,1,1,1,1,3,3,2
s3_c0297,slide3,9.25,16.002,D3,CT3,0,0,5,5,0,3,0,0,1,2,0,1,0,1,1,1,1,2,0,0,4,2,2,3,3,4,0,6,1,1,0,4,1,1,1,1,0,2,0,0
s3_c0298,slide3,10.264,15.985,D3,CT1,2,0,4,2,1,1,1,6,1,0,0,6,0,0,0,1,4,4,1,0,2,0,1,2,0,2,0,2,1,1,0,0,0,0,1,0,1,0,3,0
s3_c0299,slide3,11.185,16.168,D3,CT3,1,1,4,0,0,1,0,0,1,1,0,0,1,4,1,2,4,2,2,0,2,3,2,0,1,4,1,5,4,2,0,4,4,1,1,1,0,2,1,2
s3_c0300,slide3,12.171,16.329,D3,CT3,3,0,6,2,2,1,0,0,0,2,0,1,0,1,0,1,1,0,0,0,3,1,2,1,0,2,0,0,0,3,0,1,6,0,1,0,0,0,3,2
s3_c0301,slide3,13.195,16.153,D3,CT3,2,2,3,4,0,2,0,0,0,1,1,0,1,1,0,1,2,2,1,0,3,2,2,1,3,2,0,1,2,4,0,4,5,1,1,3,0,3,1,3
s3_c0302,slide3,13.891,16.024,D3,CT3,2,2,7,0,0,0,0,3,1,3,0,3,0,2,0,0,4,0,2,0,2,0,2,0,3,7,0,2,1,2,0,8,5,0,0,2,1,2,2,2
s3_c0303,slide3,14.979,15.886,D3,CT3,2,2,2,5,0,1,0,2,1,2,2,0,1,1,0,1,2,0,0,0,0,0,2,0,1,2,0,0,1,3,0,5,2,1,0,0,1,4,2,2
s3_c0304,slide3,16.071,15.646,D3,CT1,1,0,3,2,1,3,2,4,1,8,4,4,0,1,2,2,7,7,3,5,3,1,0,1,0,1,1,3,2,3,0,0,0,0,1,1,1,0,2,2
s3_c0305,slide3,16.902,16.232,D3,CT0,0,0,0,1,0,1,0,1,0,6,3,3,3,3,2,0,2,2,1,4,2,6,1,5,2,2,3,0,1,0,0,3,1,4,4,0,4,1,0,1
s3_c0306,slide3,0.283,16.772,D1,CT2,4,4,4,0,2,1,1,0,1,2,1,0,3,8,2,1,3,0,7,3,1,0,2,1,3,3,0,0,1,0,5,0,0,3,1,1,1,0,2,1
s3_c0307,slide3,0.922,16.993,D1,CT1,0,1,3,1,1,0,1,4,0,3,4,4,0,0,1,0,3,2,3,2,1,1,0,1,0,3,2,3,1,1,3,0,0,0,0,1,2,0,0,2
s3_c0308,slide3,1.919,17.398,D1,CT0,3,1,1,1,1,0,0,1,1,4,2,0,3,0,2,0,1,3,2,3,2,6,2,1,0,1,2,1,2,0,0,4,2,4,2,3,2,1,1,0
s3_c0309,slide3,2.937,17.023,D1,CT2,3,0,3,1,3,9,0,0,0,2,1,0,0,4,1,0,5,0,4,2,3,0,1,0,1,4,0,0,1,0,3,0,2,6,0,0,6,3,6,1
s3_c0310,slide3,4.195,17.158,D1,CT1,2,1,3,0,2,3,1,3,0,2,2,2,1,0,0,2,4,6,2,0,0,0,0,1,0,1,3,4,2,1,2,0,1,0,2,1,1,2,1,0
s3_c0311,slide3,4.843,16.927,D1,CT1,2,0,2,1,4,0,2,1,1,3,2,1,0,0,1,0,4,2,2,2,1,0,0,0,2,0,3,5,1,1,3,0,0,1,2,2,3,0,0,1
s3_c0312,slide3,5.958,16.925,D1,CT3,0,0,7,1,0,2,0,0,3,1,0,0,0,3,0,1,4,1,1,0,3,2,1,0,2,0,0,1,3,1,0,0,3,1,3,1,3,2,1,1
s3_c0313,slide3,7.011,16.991,D1,CT1,0,0,5,2,2,3,3,4,0,1,4,1,1,0,2,0,3,3,2,1,1,2,0,1,0,2,0,2,1,1,2,0,1,2,1,1,3,1,2,2
s3_c0314,slide3,8.016,17.156,D1,CT1,1,0,1,0,1,4,3,0,0,4,3,2,0,0,0,0,8,6,4,4,1,2,1,3,0,4,1,4,1,0,1,0,0,0,0,2,2,0,0,2
s3_c0315,slide3,8.722,17.062,D3,CT1,2,1,4,1,1,2,0,2,0,3,3,2,0,0,1,2,4,3,4,1,0,0,2,1,0,1,3,3,1,0,2,0,1,0,0,1,3,0,3,2
s3_c0316,slide3,10.078,17.0,D3,CT3,0,0,3,3,0,2,0,1,2,2,0,3,0,2,1,0,1,0,1,0,2,1,3,0,3,4,0,2,0,1,0,10,3,0,0,1,0,1,2,1
s3_c0317,slide3,11.385,16.935,D3,CT3,2,3,6,1,1,0,1,2,1,1,0,0,0,3,1,0,5,0,1,1,4,0,2,1,4,2,0,2,1,0,3,3,3,3,0,3,0,4,3,1
s3_c0318,slide3,11.586,17.098,D3,CT3,2,0,3,2,2,1,0,2,1,1,0,2,0,1,0,1,1,3,2,1,1,1,3,0,0,3,0,0,2,0,1,5,4,0,0,2,2,2,0,2
s3_c0319,slide3,12.884,16.854,D3,CT3,1,1,4,1,0,0,0,0,2,1,1,1,1,1,2,2,3,1,0,0,2,0,1,2,4,3,1,1,2,0,0,1,3,2,1,1,0,2,0,0
s3_c0320,slide3,13.935,17.081,D3,CT0,6,4,2,4,0,2,0,0,1,1,2,2,3,1,3,0,1,1,3,0,1,6,3,4,5,2,3,0,1,0,1,5,1,2,4,0,1,0,3,3
s3_c0321,slide3,14.848,17.241,D3,CT1,2,0,1,2,2,7,2,4,0,4,3,3,1,0,0,1,2,9,6,1,1,1,1,0,0,3,0,5,1,2,0,1,1,0,0,0,3,0,0,0
s3_c0322,slide3,16.169,17.022,D3,CT1,1,0,4,0,1,2,3,1,0,3,0,6,0,0,3,1,7,3,2,7,0,2,0,2,0,2,1,3,3,4,1,0,0,1,1,1,2,1,5,0
s3_c0323,slide3,17.14,16.864,D3,CT0,3,0,2,1,1,1,0,0,2,2,0,3,1,0,2,1,0,2,2,3,2,7,4,5,0,0,1,0,2,2,3,7,2,4,2,1,1,1,2,0
